profession	cnt
Baroquenmacher	1
Bart 	2
Bartbauer	1
Barten	1
Bartenin	1
Bartentochter	1
Barthentochter	1
Barthlbauerstochter	1
Barthlechner	1
Barthlehner	1
Barthlhanslsöldner	1
Barthweber	1
Bartl	3
Bärtl	2
Bartl 	3
Bartlauer	1
Bartlbauer	5
Bartlbauerntochter	2
Bartlbauerstochter	2
Bartlehner	6
Bartlehnertochter	2
Bartlreiter	1
Bartlsohn	1
Bartmair	1
Bartweber	5
Bartwebergütler	1
Bartweberswittwe	1
Base	1
Baslsberger	1
Basserer	1
Bassgeiger	1
Bassist	5
Bassista	2
Bastettenkoch	1
Bataillonsarzt	7
Bataillonsbüchsenmacher	4
Bataillonsbüchsenmacherstochter	1
Bataillonschyrurg	1
Bataillonsschneider	2
Bataillonsschneider  	1
Bataillonsschneiderstochter	2
Bataillonsschreiber	1
Bater	1
Bath im Haus	1
Bathmaister	1
Batmaister	1
Battaillonsarzt	1
Battailonsarzt	1
Batzengütler 	1
Batzengütlerstochter	1
Batzenssohn	1
BaU	1
Bau- und Brandinspektor	1
Bau3er	1
Bauaccordant	1
Bauakkordantenssohn	1
Bauamtmann	2
Bauamtmannstochter	1
Bauamtsaktuar	4
Bauamtsassistent	4
Bauamtsassistentenstochter	1
Bauarbeiter	1
Bauassistent	3
Bauassistent 	1
Bauassistententochter	1
Bauassistenttochter	1
Bauaufseher	4
Baubeamter	1
Bauconducteur	4
Bauconducteursgattin	2
Baucondukteur	1
Baucondukteurstochter	2
Bauentochter	1
Bauer	34566
Bauer 	148
Bauer  	19
Bauer auf dem Wendlgut	1
Bauer zum Berndl	1
Bauerbauer	1
Bauerin	6
Bäuerin	2208
Bäuerin 	1
Bauering	1
Bäuerinn	2
Bauerknecht	10
Bauern Kind	1
Bauern Sohn	2
Bauernanwesensbesitzer	1
Bauernbursche	1
Bauerndienstmagd	1
Bauerndirn	33
Bauerngaßner	1
Bauerngütler	5
Bauerngütlsbesitzer	1
Bauerngutsbesitzer	3
Bauernhausbesitzerin	1
Bauernhäusler	1
Bauernhofbesitzerin	1
Bauernknabe	2
Bauernknecht	136
Bauernmagd	9
Bauerns Kind	1
Bauernschmid	4
Bauernschreiner	1
Bauernsknecht	1
Bauernsohn	182
Bauernsohntochter	1
Bauernssohn	40
Bauernstand	5
Bauernstochter	65
Bauernstöchterl	1
Bauerntochter	631
Bauerntohcter	1
Bauernwittwe	3
Bauernzollhäuslerstochter	1
Bauers	2
Bauers- u. Weberstochter	1
Bauers- und Löhnrößlerstochter	1
Bauers-vielmehr Gütlerstochter	1
Bauers Kind	5
Bauers Sohn	4
Bauers Sohnlein	1
Bauers Tochter	1
Bauers Töchterl	1
Bauerschmidtochter	1
Bauerschreiner	1
Bauersdienstbote	1
Bauersdienstbotin	1
Bauersdochter	5
Bauersehefrau	2
Bauerseheleute	19
Bauersfrau	4
Bauersgattin	4
Bauersgutsbesitzer	1
Bauerskind	22
Bauersknecht	33
Bauersmagd	6
Bauersman	1
Bauersmann	1
Bauersohn	21
Bauersohnstochter	1
Bauersoshn	1
Bauersot	1
Bauerssohn	4617
Bauerssohnstochter	1
Bauersss	1
Bauersssohn	2
Bauerstocher	3
Bauerstochter	13742
Bauerstöchterl	4
Bauerstocther	1
Bauersweise	1
Bauerswittwe	195
Bauerswitwe	7
Bauertochter	30
Bauführer	3
Baugegenschreiber	1
Bauhiebl	2
Bauhieblin	1
Bauhüblsohn	1
Bauinspektionsingenieur	1
Baukhnecht	3
Bauknecht	1
Bauknecht@99	1
Bauköchin	1
Baukondukteur	8
Baukondukteursgattin	1
Baulhuber	1
Baumaister	2
Bauman	27
Bauman 	1
Baumanbauer	1
Baumanhager	2
Baumanhagerbauer	1
Baumann	50
Baumann im Pfarrhof	1
Baumannbauer	1
Baumannbäuerin	1
Baumannhager	1
Baumannhagerbauer	1
Baumannhagerbäuerin	1
Baumannin	1
Baumannknecht	1
Baumannsohn	1
Baumaterialienhändler	1
Baumayster	1
Baumburgerbauerstochter	1
Baumeister	42
Baumeister oder Mair	1
Baumeisterin	1
Baumeisters Kind	1
Baumeisterstochter	3
Baumgartener	1
Baumgarter	1
Baumgartner	13
Baumgartner 	1
Baumgartneraustragsbauer	1
Baumgartnerbauer	23
Baumgartnerbäuerin	3
Baumgartnerbauerssohn	1
Baumgartnergütler	2
Baumgartnerin	1
Baumgartnersohn	3
Baumgartnerstochter	1
Baumgartnertochter	3
Baumghfelger	1
Baumhacker	8
Baumhackertochter	1
Baumhuberbauer	2
Baummaister@99	1
Baummanbauer	1
Baumwallhäuslerskind	1
Baumwollarbeiter	1
Baumwollarbeiterin	1
Baumwollbutzer	1
Baumwollbuzer	1
Baumwollehändler	2
Baumwollenfabrikant	1
Baumwollenhandler	4
Baumwollenhändler	4
Baumwollenhändler 	1
Baumwollenhändlerstochter	9
Baumwollhandler	4
Baumwollhändler	27
Baumwollhändler 	3
Baumwollhändlerin	7
Baumwollhändlerstochter	6
Baumwollhändlerswittwe	1
Baumwollkrammer	1
Baumwollspinner	1
Baumwollspinnerin	1
Baumwollspinnersohn	1
Baumwollweberstochter	1
Baunergütler	1
Baunergütlerstochter	1
Baupolier	1
Baupraktikant	2
Baur	1430
Baur 	20
Baurat	1
Baurath	4
Baurathstochter	3
Baure	14
Baurenkhnecht	2
Baurenstochhter	1
Baurenstochter	2
Baurentochter	2
Baures	1
Baurichter	1
Baurin	18
Bäurin	102
Baurnhaußl	1
Baurnkhnecht	1
Baurnknecht	1
Baurnprocurator	1
Baurnsohn	10
Baurnssohn	4
Baurnstochter	14
Baurntochter	27
Baurschmid	3
Baurschmidtochter	1
Baurskind	1
Baursman	289
Baursman 	36
Baursmann	11
Baursohn	5
Baurss	1
Baurßmann	1
Baurssohn	10
Baursto	16
Baurstochter	31
Baurtochter	4
Bauschreiber	10
Bauschreyber	1
Bautechniker	6
Bautischler	1
Bauunternehmer	5
Bauunternehmersgattin	1
Bauunternehmerstochter	1
Bauwerkmeister	1
Bauzeichner	1
Bauzeichnerstochter	1
Bayer	9
Bayrin	1
Bazer	1
Bazerss	1
Beamtenstochter	1
Beamter	5
Bechbrenner	3
Bechbrennerstochter	2
Bechbrunner	1
Becheltochter	1
Bechler 	17
Bechlerin	1
Bechlermeister	1
Bechlersohn	1
Bechlerstochter	4
Bechlertochter	1
Bechman	1
Bechmann	2
Bechmannsöldner	1
Beck	1
Beck-Bäuerin	1
Beck 	6
Beckbauerstochter	1
Becker	9
Beckerbauer	2
Beckerin	1
Beckermeister	1
Beckerssohn	1
Beckerstochter	3
Beckh	11
Beckhenmüller	1
Beckher	1
Beckhin	1
Beckzbauer	1
Bedemacher	1
Bedienstet	1
Bedienstete	2
Bediensteter	6
Bediente 	1
Bedientenstochter	1
Bedienter	39
Bedienterstochter	1
Beeder Rechten Doctor	1
Beer-Brauers-Köchinn	1
Beerhäusler	1
Beerhäuslerstochter	1
Begmaierstochter	1
Beim Huber	1
Beimautner	1
Beinknertochter	1
Beinmayr	1
Beinringler	47
Beinringler Gsell	1
Beinringler Kind	4
Beinringlergesell	6
Beinringlerin	4
Beinringlerlehrpur	1
Beinringlersgattin	3
Beinringlersohn	1
Beinringlerssohn	2
Beinringlerstochter	5
Beinweber	4
Beinweberin	1
Beinweberstochter	1
Beirin	2
Beisasse	3
Beiserl	1
Beisitzer	1
Beistandt	4
Beizollsbeamtentochter	1
Bek 	1
Bekenmeister	1
Beker	1
Bekermeister	1
Bekh	32
Bekhenjunge	1
Bekhenmillner	2
Bekher	1
Bekhermiller	1
Bekhin	9
Bemberger	5
Bembergerbauer	1
Bembergerbauerstochter	1
Benediktiner	1
Benef.curat.	4
Benefactrix	1
Benefectus	1
Beneficiat	27
Beneficiatus	10
Benefiziat	7
Benefiziatenköchin	1
Beninger	1
Beraiter	1
Beraitherin	1
Berchbauer	1
Berchtlmüller	1
Bereiter	1
Berg	1
Berg- und Münzrathstochter	1
Bergamenter	1
Bergarbeiter	1
Bergbauer	5
Bergbauerstochter	1
Berger	15
Berger- oder Grüblgütler	1
Bergerbauer	7
Bergergütler	2
Bergerhäusler	1
Bergerschuhmacherkleingütler	1
Bergersohn	2
Bergertochter	1
Bergführer	1
Berghagerbauer	3
Berghagerbäuerin	1
Berghagersohn	1
Berghamer	1
Berghäusler	8
Berghäuslerstochter	1
Berghäuslsohn	1
Bergjägertochter	1
Bergkhnape	1
Bergknappe	3
Bergknappen Tochter	1
Bergknappenstochter	1
Bergknappentochter	1
Bergknecht	1
Berglehner	1
Berglehrerstochter	1
Bergmaier	2
Bergmaierbauer	1
Bergmairtochter	1
Bergman	1
Bergman 	1
Bergmann	10
Bergmannbauer	7
Bergmannbauerstochter	2
Bergmanngütler	1
Bergmannstochter	3
Bergmanntochter	1
Bergmantochter	1
Bergmauerer	1
Bergmaurer	1
Bergmaurergütler	4
Bergmaurergütlersbesitzerin	1
Bergmaurerssöldner	1
Bergmayr	1
Bergmayr 	1
Bergmayrin	1
Bergmayrtochter	1
Bergriedl	1
Bergschuster	1
Bergweber	6
Bergweberssohn	1
Bergwebertochter	1
Bergweimer	1
Berittener Grenzaufseher	1
Bermaier	1
Bermangütler	1
Bermannsederhausbesitzer	1
Bermeisterstochter	1
Bernatzedergütler	2
Berndl	3
Berndl 	1
Berndlbauer	2
Berndlbauerntochter	1
Berndlbauerstochter	1
Berndlgütler	1
Berndlhäusler	1
Berndlmanntochter	1
Berndlmauerer	1
Berndlmühler 	1
Berndlmüller	3
Berndlsteiner	1
Berndltochter	3
Bernedsöder	1
Bernergütler	1
Bernetzederbauer	1
Berngeher	1
Berngeherbauer	1
Bernhardbauer	1
Bernhardsöder	1
Bernhartseder	1
Bernhofbauerstochter	1
Bernhofer	1
Berntreiber	1
Berreiter	5
Berreiterbauer	2
Berreiterin	2
Berreitertochter	2
Bertl	1
Bertlin	1
Beschlagschmidtochter	1
Beschließerin	3
Besenbinder	1
Besenbinder 	1
Besenbindergütler	3
Besenbinders	1
Besenfrau	1
Besitzer	2201
Besitzer 	5
Besitzer  	1
Besitzer einer Mühle	1
Besitzer und Käufer	1
Besitzerin	336
Besitzerin d. elterl. Anwesens	1
Besitzerin einer Handlung	1
Besitzerinn	1
Besitzerstochter	2
Besitzter	18
Besizer	146
Besizerin	3
Besserer	1
Bessizer@99	1
Bestandmetzger	1
Bestandmühlerstochter	1
Bestandmüller	1
Bestandmüllerstochter	1
Bestandnehmer	1
Beständner	3
Bestandschmid	8
Bestandschmidt	1
Bestandschmied	1
Bestandschmiedtochter	1
Bestandtman	1
Bestandtschmidt	1
Besüzer	1
Betencrammer	1
Betenmacher	21
Betenmacherhäusler	1
Betenmacherin	1
Betenmacherstochter	3
Betermacher	5
Bethemacher	1
Bethenmacher	35
Bethenmacherin	2
Bethenmacherstochter	11
Bethenmachertochter	1
Bethenmaister	1
Bethermacher	3
Bethermacher 	1
Bethermacherstochter	5
Bethlrichter	1
Betlmanstochter	1
Betmairbauer	1
Betriebsleiter	1
Bettelmensch	1
Bettelrichter	2
Bettencramer	1
Bettencrammer	1
Bettenkhramer	1
Bettenmacher	84
Bettenmacher Gesell und Sohn	1
Bettenmacher Gsöll	1
Bettenmachergesell	1
Bettenmacherin	5
Bettenmachers Tochter	1
Bettenmacherssohn	3
Bettenmacherstochter	6
Betterkhramerin	1
Bettlbueb	1
Bettler	7
Bettlerin	1
Bettlmägdlin	1
Bettlmensch	1
Bettlrichter	3
Bettlrichtersohn	1
Bettlvoggt	2
Bettnmacher	1
Beuerin	10
Beuknmüllerssohn	1
Beurin	6
Beürin	2
Beurskind	2
Beutler	1
Beutlerssohn	1
Beutlgütler	1
Bevalsöd	1
Beyboth	1
Beyerin	5
Beyhuber	1
Beym Thallhammerbauer	1
Beyrin	12
Beysaß	1
Beysitzer	4
Beysollner	1
Beyßizer	1
Beyzollner	1
Bezirkamtmannsgattin	1
Bezirkhauptlehrer	5
Bezirkhauptlehrerstochter	1
Bezirksagent	1
Bezirksamtmann	6
Bezirksamtsassessor	6
Bezirksamtsdiener	6
Bezirksamtsdienerstochter	1
Bezirksamtsmann 	1
Bezirksamtsmannstochter	1
Bezirksamtsoffiziant	4
Bezirksamtsschreiber	5
Bezirksarzt	17
Bezirksarztenstochter	7
Bezirksarzttoch	1
Bezirksarzttochter	1
Bezirksgeometer	7
Bezirksgerichtsarzt	1
Bezirksgerichtsassor	1
Bezirksgerichtsdirektor	1
Bezirksgerichtsoberschreiber	1
Bezirksgerichtsrathstochter	2
Bezirkshauptlehrer	1
Bezirkshauptlehrerstochter	1
Bezirksingeneur	1
Bezirksingeneurstochter	1
Bezirksrath	1
Bezirksrichter	1
Bezirksrichterstochter	1
Bezirkstechniker	1
Bezirksthierarzt	6
Bezirksthierarztstochter	1
Bezirksveterinärarzt	1
Bezirkswandergärtner	1
Bfriendtnerin	1
Bi@	1
Bibliopaeus	1
Bibliopega	4
Bibliopegus	43
Bibliopola	1
Bibliothecarius	1
Bibliothekar	1
Bibliothekcustos	1
Bichambauer	1
Bichl 	1
Bichler	3
Bichlerbauer	1
Bichlergeselle	1
Bichlertochter	2
Bichlingerbauer 	1
Bichlingerbauerstochter	1
Bichlmaier	2
Bichlmaierbauer	1
Bichlmayer	1
Bichlmayr	1
Bichlmühler	3
Bichlmüller  	2
Bichlmüllertochter	1
Bichsenmacher	1
Bichsenmacherin	1
Bichsenschifter	1
Bichtlinger	1
Bidertochter	1
Biebl	1
Biebl 	3
Bieblbauer	1
Bieblin	4
Bieblsohn	2
Biebltochter	1
Biecherhandler	1
Bieh	1
Biekl	1
Biemacherssohn	1
Bier Virberstochter	1
Bieraufschläger	2
Bierbauerin	1
Bierbäuerswittwe	1
Bierbrau	2
Bierbräu	101
Bierbräu 	4
Bierbräu Kind	3
Bierbrauer	291
Bierbraüer	30
Bierbräuer	479
Bierbräuer 	2
Bierbrauereibesitzer	4
Bierbrauereibesitzersgattin	1
Bierbrauereipächter	1
Bierbrauerin	5
Bierbräuerin	34
Bierbräuerinn	1
Bierbrauerknecht	1
Bierbrauermeister	1
Bierbrauers- u. Privatierstochter	1
Bierbräuers-Wittwe	1
Bierbrauers Gattin	1
Bierbräuers Gattin	1
Bierbräuers Kind	4
Bierbräuers Sohn	3
Bierbräuers Tochter	3
Bierbräuers Töchterchen	1
Bierbräuers Töchterl	2
Bierbräuers Wittwe	1
Bierbräuersehegattin	1
Bierbrauersgattin	7
Bierbräuersgattin	24
Bierbrauerskind	10
Bierbräuerskind	4
Bierbrauerssohn	9
Bierbräuerssohn	18
Bierbrauerstochter	36
Bierbräuerstochter	65
Bierbrauerswittwe	3
Bierbräuerswittwe	6
Bierbrauerswitwe	4
Bierbräuerswitwe	1
Bierbrauertochter	1
Bierbräui	1
Bierbrauin	1
Bierbraüin	1
Bierbräuin	76
Bierbräuinn	1
Bierbräustochter	1
Bierbräutochter	2
Bierbreu	20
Bierbreuer	4
Bierbreuin	1
Bierbrey	4
Bierfiehrer	2
Bierfihrer	1
Bierführer	20
Bierführersto	1
Bierführerstochter	3
Bierhändler	1
Bieringer	1
Bieringerbauer	2
Bieringerkleingütlerstochter	1
Bieringertochter	1
Bierkellerpächter	1
Biermaiersbauerssohn	1
Bierpräu	3
Bierprauer	2
Bierpreu	26
Bierpreuer	1
Bierpreuin	5
Bierschenk	1
Bierschenkh	1
Bierstenbinder	1
Bierwirth	43
Bierwirthin	7
Bierwirthinn	1
Bierwirths-Wittwe	1
Bierwirthschaftspächter	1
Bierwirthstochter	4
Bierwürth	10
Bierwürthin	7
Bierwürths- u.  Metzgersgattin	1
Bierwürths Kind	2
Bierzapfler	1
Bierzäpfler	2
Biesitzer	1
Bießinger	1
Bifangbauer	2
Bifangbauerstochter	1
Bifangstochter	1
Biglmajrbauer	1
Bilderbauer	1
Bilderdrucker	2
Bilderhändler	1
Bilderhändlerstochter	3
Bilderkrammer	1
Bildhändlerin	2
Bildhauer	45
Bildhauer 	1
Bildhauer Tochter	1
Bildhauergesellens Tochter	1
Bildhauerin	4
Bildhauerinn	1
Bildhauers Wittwe	1
Bildhauerstochter	14
Bildthauer	10
Bildthauerin	2
Bildtlmacher	1
Bildtltrukher	1
Bildtschnizer	1
Bildweber	1
Biller	4
Billerbäuerin	1
Billersohn	1
Bilthauer	2
Bilthauerin	1
Bimmertsberger	1
Bind	1
Binde3r	1
Binder	934
Binder 	5
Binderbauer	5
Binderbauerssohn	1
Binderbauerstochter	2
Binderbergertochter	1
Bindergehilfe	1
Bindergesell	25
Bindergeselle	10
Bindergesöll	1
Bindergsöll	1
Bindergütler	5
Bindergütlerstochter	1
Binderhausbesitzer	1
Binderhäusler	3
Binderin	60
Bindering	1
Binderinn	1
Binderkhnecht	1
Binderkhneht	1
Binderköchin	1
Bindermaister	16
Bindermann	1
Bindermann 	1
Bindermeister	253
Bindermeisterin	8
Bindermeisters-Gattin	1
Bindermeisterskind	1
Bindermeisterssohn	3
Bindermeisterstochter	8
Bindermeisterswittwe	1
Binders Kind	4
Binders Sohn	1
Binders Söhnchen	1
Binderschneider	4
Bindersfrau	2
Bindersgattin	3
Binderskhind	1
Binderskind	10
Bindersohn	13
Bindersöldner	1
Bindersöldnerstochter	1
Binderssohn	34
Binderssöldner	1
Binderstochter	201
Binderswittwe	10
Bindertochter	56
Bindr	1
Bindschuster	1
Bindter	66
Bindtergesell	1
Bindtergsöll	1
Bindterin	2
Bindterstochter	3
Binm	1
Binnenkontrolleur	1
Binter	17
Binterin	1
Bintermaister	1
Bintermeister	1
Bintter	1
Biramenter	2
Birghamer	2
Birghamerbauer	1
Birkhamer	1
Birkl	1
Birlerbauer	1
Birnbaumer	7
Birnbaumerbauer	2
Birnbaumerin	1
Birnbergertochter	1
Birneder	1
Birnerbauer	2
Birstenbinder	1
Birstenbindter	1
Birstenbündter	2
Birstingerbauer	1
Bischenmacherstochter	1
Bischofbauer	1
Bischofer	1
Biserl 	1
Biserlbauer	1
Biserlbäuerin	1
Biserlin	1
Biserltochter	1
Bistorrenbauer	1
Bittelsköchin	1
Bixenmacher	1
Bixenmaister	2
Bixenschiffer	1
Bixnschiffter	1
Blacknerbauer	1
Blaicher	13
Blaichermeister	1
Blaichermeisterin	1
Blaichers Kind	1
Blaicherskind	1
Blaicherstochter	2
Blaichhäuslbesitzer	1
Blaichmaister	12
Blaichmaisterin	5
Blaichmaisterssohn	1
Blaichmeister	15
Bläichmeister	1
Blaichmeisterin	3
Blaichmeisterinn	1
Blaichmeisters Kind	2
Blaichmeisterstochter	1
Blaickner	2
Bläkinger	1
Blaser	6
Bläterbindter	1
Blätterbinder	2
Blätterbinder 	1
Blätterbinderstochter	1
Blattner	1
Blatzkoch	2
Blauererjaler 	1
Blauererjalerstochter	1
Blazkoch	1
Blecharbeiter	2
Blechmacher	1
Blechmalzgrubensizer	1
Blechwalzarbeiter	1
Bleicher	34
Bleicherin	3
Bleichermeister	1
Bleichersohn	3
Bleicherssohn	1
Bleicherstochter	8
Bleichertochter	4
Bleichfabrikant	1
Bleichgassner	4
Bleichgaßner	1
Bleichhäusler	2
Bleichlsohn	1
Bleichmeister	12
Bleichmeisterin	3
Bleichner	2
Blieslgegenschreiber	1
Blindreiter	1
Blöckinger	1
Blöckingerbauer	1
Blümel	3
Blümelaustragsbauer	1
Blümelbauer	3
Blümelbauertochter	1
Blümelheber	1
Blümelhuber	3
Blümelhuberbauer	1
Blümelhubersohn	1
Blümelschloßerin	1
Blümeltochter	1
Blumenmacher	1
Blumenmacherin	2
Blüml	6
Blümlbauer	4
Blümlhäuslinwohner	1
Blümlhuber	1
Blümlhuberbauer	3
Blümlsohn	3
Blümmlhuberbauer	1
Boadnertochter	1
Böber	1
Böchler	9
Böchlmaister	1
Böchman	1
Böchmann	1
Böck	15
Böck 	6
Bockbauerstochter	2
Böcker	2
Böckermeister	2
Böckerssohn	1
Böckh	35
Böckhenmillner	1
Böckhin	3
Bockhuber	6
Bockhuberin	1
Böckin	1
Böcklbauer	1
Böcklschneider	1
Böcklschneidergütlbesitzer	1
Böcklschneidertochter	1
Bodte	1
Böhamsohn	1
Bohrerschmid	1
Boidlin	1
Bointner	3
Bointner Söldner	1
Bointnerbauer	1
Böken Jung	1
Bökh	180
Bökhenjung	1
Bökhenmiller	1
Bökhenmillner	1
Bökhenmüllner	1
Bökhentochter	1
Bökher	1
Bökhermaister	1
Bökhermiller	2
Bökhertochter	1
Bökhin	26
Bökhmiller	1
Bölderl	2
Bölderlin	1
Bombardeur	2
Bombycis confector	1
Bonauer	1
Bonauergütler	1
Bongratzbauer	1
Bonimaierbauer	2
Bonimairbauer	1
Bordenmacher	12
Bordenmacherin	1
Bordenmacherstochter	5
Bordenmachertochter	1
Bordenwirker	18
Bordenwirkerstochter	2
Borentochter	1
Bortenmacher	39
Bortenmacherin	6
Bortenmachers Gattin	1
Bortenmachers Kind	3
Bortenmachersgattin	1
Bortenmacherskind	2
Bortenmachersohn	1
Bortenmacherssohn	2
Bortenmacherstochter	12
Bortenmacherswittwe	1
Bortenweber	1
Bortenwircher	1
Bortenwircker	1
Bortenwirker	11
Bortenwirkerstochter	3
Borthenwirker	1
Borthenwürker	1
Borttenmacher	3
Böselbauer	1
Boslehnerbauer	1
Bostmaister	2
Bostmaistertochter	1
Bostverwalter	1
Bot	12
Bot 	1
Bote	25
Botendiener	1
Botenkind	1
Botenschreiber	1
Botensgattin	4
Botenskind	3
Botensohn	2
Botenssohn	1
Botenstochter	4
Botenswittwe	3
Botentochter	5
Botenweber	3
Both	45
Bothe	2
Bothe 	3
Bothen- u. Krammerstochter	2
Bothenhäusler	1
Bothenknecht	2
Bothens-Gattin	1
Bothensgattin	1
Bothenskind	1
Bothensohn	4
Bothenssohn	1
Bothenstochter	3
Bothentochter	13
Bothin	4
Botin	2
Bötin	1
Bötler	1
Bötlmensch	1
Bott	9
Bottin	2
Böttin	1
Böttlbauer	1
Böttlbauerswittwe	2
Böttlhäusler	1
Böttltochter	1
Bourgstat@	1
Brachinger	1
Bractearius	2
Bracteator	7
Braderbauer	1
Bradertochter	1
Bradmann	1
Bradmannin	1
Brand	3
Brand 	1
Brandbauer	1
Brandgütler	1
Brandhäusler	1
Brandhubbauer	1
Brandhubbäuerun	1
Brandhuber	14
Brandhuberbauer	4
Brandhuberin	2
Brandhubersohn	1
Brandhubertochter	1
Brandl	9
Brandlbauer	13
Brandlbäuerin	3
Brandlechner	1
Brandlehner	3
Brandlehnerbauer	1
Brandlehnerssohn	1
Brandlgütler	3
Brandlgütlerin	1
Brandlhäusler	1
Brandlhäusler 	3
Brandlhäuslerssohn	1
Brandlmaier	1
Brandlmairbauer 	1
Brandlmairbäuerin	1
Brandlmairbauerssohn	1
Brandlmeierbauer	1
Brandlmüller	1
Brandlohner	1
Brandlsohn	3
Brandltochter	3
Brandmaier	4
Brandmaierbauer	6
Brandmaierbäuerin	1
Brandmaiergütler	1
Brandmaierin	1
Brandmairbauer	3
Brandmairsöldner	3
Brandmairtochter	1
Brandmayerbauer	2
Brandmayrbauer	2
Brandmetzger	6
Brandmetzgerin	1
Brandmetzgerstochter	4
Brandmetzgerswittwe	1
Brandmiller	1
Brandmillerin	1
Brandmühler	1
Brandmühlerbauerstochter	1
Brandmüller	3
Brandmüllerin	2
Brandsohn	2
Brandstädtergütler	1
Brandstatter	1
Brandstätter	3
Brandstätterbauer	2
Brandstetter 	7
Brandstetterbauer	3
Brandstetterbauerstochter	1
Brandstetterin	1
Brandstettner	1
Brandstettnertochter	1
Brandstötter	1
Brandstötterbauer	2
Brandstötterbäuerin	1
Brandtenweinler	1
Brandtlehnerstochter	1
Brandtmüller	2
Brandtweinbrenner	1
Brandtweinbrenner Sohn	1
Brandtweindler	1
Brandtweinler	2
Brandtweintler	1
Brandversicherungsinspektor	1
Brandweinbrenner	2
Brandweinbrennerstochter	1
Brandweinbrnner	1
Brandweiner	25
Brandweinerin	3
Brandweiners Tochter	1
Brandweinerssohn	1
Brandweinerstochter	1
Brandweinler	6
Branntstummer	1
Branntweinbrenner	4
Branntweinbrennerssohn	1
Branntweinbrennerstochter	3
Branntweiner	17
Branntweinerstochter	7
Branntweinfabrikant	1
Branntwimerstochter	1
Brantlbauer	1
Brantlmayr	1
Brantweinbrenner	1
Brantweiner	5
Brantweinerin	3
Brantweinersgattin	1
Brantweinerstochter	1
Bräu	36
Bräu 	15
Bräu  	1
Bräuanwesenshäuslerin	1
Bräuausträgler	1
Bräubauer	1
Braübeamter	1
Bräubursch	1
Braubursche	3
Bräubursche	1
Bräuder	1
Braudhuberbuaer	1
Brauer	121
Bräuer	359
Brauerei- und Wirtschaftspächter	1
Brauerei-Gutsbesitzer	1
Brauerei u. Realitätenbesitzer	1
Brauerei u. Realitätenbesitzerstochter	1
Brauereibediensteter	1
Brauereibesitzer	8
Bräuereibesitzer	1
Brauereibesitzerin	1
Brauereibesitzerstochter	1
Brauereipächter	1
Bräuereipächter	3
Brauereipfannenbursche	1
Bräuerey- und Realitätenbesitzer	2
Brauerin	19
Bräuerin	29
Brauerknecht	1
Bräuerknecht	1
Bräuerknechtstochter	2
Bräuermeister	1
Bräuers- u. Wirthstochter	1
Brauers Sohn	1
Bräuers Sohn	1
Bräuersfrau	1
Bräuersgattin	15
Brauerskind	3
Bräuerskind	7
Bräuersknecht	1
Bräuersöhnchen	1
Brauerssohn	17
Bräuerssohn	43
Bräuerssöhnchen	1
Bräuersssohn	1
Brauerstochter	43
Bräuerstochter	160
Brauerswittwe	5
Bräuerswittwe	13
Bräuertochter	1
Braugehilfe	11
Bräugehilfe	45
Bräugehilfenswittwe	1
Bräuhaus- und Realitätenbesitzer	1
Bräuhausanwesensbesitzer	2
Bräuhausbesitzerstochter	1
Bräuhausbinder	1
Bräuhausbuchhalter	1
Bräuhausmann	2
Bräuhausoberknecht	1
Brauhauspächter	1
Bräuhauspächter	3
Bräuhauspächterstochter	1
Bräuhaussohn	1
Bräuhaustochter	1
Bräuhelfer	3
Bräuhuberbauer	1
Brauin	1
Bräuin	34
Brauknecht	11
Bräuknecht	104
Bräüknecht	1
Bräuknechtstochter	2
Bräukrecht	1
Braumaier	1
Braümaister	1
Braumannssohn	1
Braumeister	18
Bräumeister	142
Bräumeisterin	6
Bräumeisterknecht	1
Bräumeistersfrau	1
Braumeistersgattin	1
Bräumeistersgattin	3
Bräumeisterskind	1
Bräumeisterssohn	1
Braumeisterstochter	1
Bräumeisterstochter	6
Bräumeisterswittwe	2
Bräumeistr	1
Bräummeisterssohn	1
Braunbauer	3
Braungraber	1
Braunsberger	1
Braunsbergerin	1
Bräusohn	4
Bräutochter	7
Brauverwalter	2
Brauverwaltersgattin	1
Bräuwirtschaftspächter	1
Braxator	316
Braxatorum famulus	1
Braxatrix	21
Bray	1
Bre@	1
Brechmiller	2
Brechmüller	1
Breiführer	1
Breindlbauer	1
Breitbrunn	1
Breitenlohner	1
Breitenlohnerbauer	1
Breitwieser	1
Bremer	1
Bremser	4
Bremserstochter	1
Bremstallmüller	2
Bremswärter	1
Breu	23
Breü	1
Breü-Handler	1
Breuer	2
Breugütler	1
Breuhelfer	2
Breuknecht	2
Breuknechtin	1
Breumaister	2
Breumann+	1
Breumanngütler	1
Brevimacher	1
Breykhnecht	1
Breyknecht	1
Breymaister	1
Briboth	1
Briechler	1
Briefboth	3
Briefkrämer	1
Briefkrämerssohn	1
Brieftrager	3
Briefträger	14
Briefträgerin	2
Briefträgers Sohn	1
Briefträgersehefrau	1
Brieler 	1
Brielerbauer	2
Brifschreiber	1
Brigadegerneral	1
Brigadier	10
Brigadier der Gendarmerie	1
Brinarbesitzer	1
Brindlbauer	1
Brobsteiverwalter	1
Brobsteyschreiber@99	1
Brobsteyverwalter	1
Bröckl	1
Brocurator	2
Broddickerltochter	1
Brodhausbesitzer	2
