profession	cnt
Uxor pilearii	1
Uxor pilearis	1
Uxor pileatoris et cammerarii	2
Uxor piscatoris	11
Uxor piscatoris ac Camerarii	1
Uxor pistoris	45
Uxor pistoris et buleutae	1
Uxor polygraphi	1
Uxor Portenmachers	1
Uxor portitoris	16
Uxor Posthalters	1
Uxor praeceptoris	1
Uxor praedicti	1
Uxor praxatoris	38
Uxor primarii venatoris	3
Uxor procuratoris	12
Uxor Pruck und Schlachtmeisters	1
Uxor Rathdieners	1
Uxor restiarii	10
Uxor rustici	7
Uxor sapificis	3
Uxor sartoris	17
Uxor sartoris et nundinatoris	1
Uxor Schleifenmeisters	1
Uxor scrinarii	1
Uxor scrinarii et consiliarii	1
Uxor scrinarii et musici	1
Uxor senatoris	4
Uxor senatoris et chyrurgi	1
Uxor senatoris et coriarii	3
Uxor senatoris et cuprearii	2
Uxor senatoris et Ephippiarii	1
Uxor senatoris et libarii	1
Uxor senatoris et magistri murariorum	3
Uxor senatoris et pannificis	1
Uxor senatoris et pictoris	1
Uxor senatoris et pistoris	2
Uxor senatoris et restiarii	1
Uxor senatoris et sapificis	1
Uxor senatoris et stannarii	1
Uxor servi praxatoris	1
Uxor signiferi	1
Uxor Spielmanns	1
Uxor Stadtsyndikers	1
Uxor stannarii	1
Uxor statuarii	2
Uxor sutoris	30
Uxor syndici	1
Uxor Syndici und Hofgerichtsadvocaten	1
Uxor textoris	13
Uxor Thurmeisters	1
Uxor thurnermeister	1
Uxor Thurnermeister	1
Uxor Thurnermeisters	1
Uxor tibialium textoris	1
Uxor tinctoris	15
Uxor torneatoris	1
Uxor tuchscherers	1
Uxor Tuchscherers	1
Uxor venatoris primarii	6
Uxor vespillenci	1
Uxor vespillionis	1
Uxor vietoris	8
Uxor vitriarii	7
Uxor weingastgebs	1
Uxor Weingastgebs	1
Vaaszieher	2
Vachspoussierer	1
Vadingergütler	1
Vaga 	1
Vagabund	1
Vagabunda	2
Vagabundorum	2
Vagabundus	10
Vagierendt	2
Vagierersgeselle	1
Vagus	2
Valteinhäusler	2
Valtl	1
Vasbinder	1
Vasenmaister	3
Vasmaister	2
Vaßbinder	1
Vassbindermaister	1
Vaßbindter	1
Vasziecher	1
Vaszieher	5
Vater	3
Vater d. BT	1
Vater des Expositus	1
Vater des hiesigen Schullehrers	1
Ve@	1
Veichtlloher	1
Veichtlman	1
Veitbauer	1
Veiterlhäusler	1
Veithbauerstochter	1
Veitlbauerntochter	1
Veitlbauertochter	1
Veitleder	1
Veitlhuber	1
Veitloher	1
Veldhüeter	10
Veldproviant Commissarius	1
Veldthietter	1
Veldthüetterin	1
Veldtpfeiffer	1
Veldtscherer	3
Veldtwäbel	5
Veldtwäbl	1
Veldtwaibel	1
Veldtwaibl	1
Veldtweibstochter	1
Veltmarschall Leitenambt	1
Venator	200
Venator aulicus	1
Venator Electoralis	1
Venator primarius	6
Venator Saltuum	1
Venatrix	1
Venditor	1
Venillifer	1
Venillissa@	2
Venitor@99	1
Ventbauer	1
Verbalder@99	1
Verdingerin	1
Veredarius	11
Verendarius	2
Vergolder	8
Vergolderswittwe	1
Verkauffer	3
Verkehrsassistent	1
Verkhauffer	1
Verkhauffler	1
Vermessungsgehilfe	1
Veroni	1
Verordneter	2
Vers.-Inspektor	1
Verwalter	78
Verwalterin	9
Verwalters Tochter	1
Verwalterstochter	10
Verwalterswittwe	1
Verwalther	1
Verwandter	2
Verweser	2
Vespertilio	1
Vespilio	2
Vespilio@99	1
Vespillo	32
Vespillonis uxor	1
Vespilo	1
Vestiarius	4
Vestlgütler	1
Vestltochter	1
Veteramentarius	1
Veterinär	1
Veterinärarzt	8
Veterinärarztenssohn	1
Veterinärarztenstochter	1
Vetricularius	1
Vetter	4
Vetter des BG	1
Vetterlehnertochter	1
Vexillifer	5
Vexilliferus	1
Vicarius	33
Vicarius Hospitalis	1
Vicarius parochiae	1
Vicarius@99	1
Vice @	1
Vice Camerarius	1
Vice custos	1
Vice Jägermaister	1
Vice Praefectus	4
Viceaedituus	1
Vicecamerarius	22
Vicecamerer	1
Vicecammerarius	5
Vicecammerer	5
Vicecancellarius	1
Vicedirector	1
Vicedirectorin	1
Vicedom	4
Vicedomb	5
Vicedombwachter	3
Vicedomgutscher	1
Vicedominus	3
Vicedomus	6
Vicedomwachter	20
Vicefeldwebel	8
Vicelictor	1
Vicemeßner	7
Viceorganist	8
Viceorganista	4
Viceorganoedus	2
Vicepraefectus	1
Vicepraefectus 	4
Vicepraepositus	3
Vicepräsident	1
Vices operarii	1
Vicesacristan et sartor	1
Vicestatthalter	1
Vichdiern	4
Vichhietter	1
Vichmagd	1
Vicinus	6
Victor	2
Victualienhändler	12
Victualienhändlerin	2
Victualienhändlerstochter	2
Vidua	3
Vidua agrorum custodis	1
Vidua alutarii	1
Vidua archigrammatei	1
Vidua aurigo	1
Vidua bibliopegae	1
Vidua bombycis confectoris	1
Vidua braxatoris	8
Vidua Bürstenbinders	1
Vidua capitanei	3
Vidua cauponis	1
Vidua chirurgi 	1
Vidua chyrurgi	1
Vidua civis et alutarii	1
Vidua civis et Bordenwirkers	1
Vidua civis et fabri ferrarii	1
Vidua civis et hospitis	1
Vidua civis et loriarii	1
Vidua civis et sartoris	1
Vidua civis et Stadtkochs	1
Vidua civis et sutoris	1
Vidua coloni	6
Vidua commissarii	1
Vidua cuprinarii	1
Vidua Dachdeckers	1
Vidua decurionis	1
Vidua des Bürstenbinders	1
Vidua doctoris medicinae	1
Vidua eines Courassier Reitters	1
Vidua eines Kürassier Oberstlieutenants	1
Vidua excoriarii	1
Vidua fabri aerarii	1
Vidua fabri ferrarii	1
Vidua fabri lignarii	6
Vidua fabri murarii	4
Vidua hortulani	1
Vidua hospitis	12
Vidua hospitis et frumentarii	7
Vidua inquilina	1
Vidua Kassernverwalters	1
Vidua lanionis	6
Vidua ludimagistri	1
Vidua mercatoris	5
Vidua militis	1
Vidua molitoris	8
Vidua nuncii Salisburgensis	1
Vidua nundinatoris	1
Vidua operarii	25
Vidua operarii et Sch@ellers	1
Vidua pannificis	2
Vidua pellionis	1
Vidua piscatoris	2
Vidua pistoris	4
Vidua pistoris et possessoris	1
Vidua portitoris	3
Vidua porto custodis	1
Vidua praxatoris	6
Vidua procuratoris	1
Vidua Pürstenbinders	1
Vidua restiarii	1
Vidua rustici	1
Vidua sartoris	3
Vidua scribae	1
Vidua scribae primarii	1
Vidua scrinarii	3
Vidua Stadtambours	1
Vidua sutoris	4
Vidua telonariae	1
Vidua torneatoris	1
Vidua Wachtmeisters	1
Viechhandler	2
Viehandler	1
Vieharzt	1
Viehdirn	2
Viehhandler	1
Viehhändler	39
Viehhändlerstochter	8
Viehhändlerswittwe	1
Viehhirt	1
Viehhirte	1
Viehkastrirer	1
Viehmagd	7
Viehschneider	1
Vierfeldwebel	1
Viertelbauer	7
Viertelbauerstochter	1
Viertelhofbaurin	1
Viertelhöfler	36
Viertelhöflerin	1
Viertelhöflerstochter	4
Viertelhöflertochter	1
Viertelsbauerntochter	1
Viertlbauer	40
Viertlbauer 	38
Viertlbauerssohn	1
Viertlbauerstochter	23
Viertlhäusler	1
Viertlhöfler	1
Viertltochter	1
Viesmayr	1
Vietlbauer	1
Vietor	357
Vietor aulicus	1
Vietorius	2
Vietrice	1
Vigil	5
Vigiliarum Magister	1
Vigiliarum prefectus	1
Vigul	1
Vigulus	1
Vikar	6
Viktualienhändler	95
Viktualienhändlergattin	1
Viktualienhändlerin	10
Viktualienhändlersehefrau	1
Viktualienhändlerstochter	6
Viktualienhändlerswittwe	1
Vilicus	7
Villabesitzer	1
Villanus	6
Villica	1
Villicus	9
Vilsbauer	1
Vilsecker	1
Vilseder	3
Vilser	2
Vilserbäuerin	1
Vilshofenbote	4
Vilshofenbotenskind	1
Vilshofenerbot	1
Vilshoferboth	1
Vilsöder	1
Vinarius	2
Vinctor	1
Vindemiator	1
Vinetor	3
Vini hospes	1
Vini Hospes	1
Vinito	1
Vinopola	3
Violist	2
Vipiarius	1
Vir pauperculus	1
Virguncula	1
Virnmeßner	1
Vischer	40
Vischer 	5
Vischer Khnecht	1
Vischerin	4
Vischerknecht	2
Vischerssohn	1
Vischerstochter	1
Vischmaister	2
Visierer	4
Visilierer	1
Visinierer	1
Visinirer	2
Visitator tabaci	2
Visiterer	1
Visitierer	1
Visitiererin	1
Visitirer	1
Vitalitia	2
Vitalitius	12
Vitalitius   	1
Vitelarius@99	1
Vitrarius	1
Vitriaria	1
Vitriarius	94
Vitricus	4
Vitricus 	2
Vizdumwachter	3
Vizedom	3
Vizedomb	1
Vizedombauer	1
Vizedomwächter 	1
Vizedomwächterstochter	1
Vizefeldwebel	4
Vizekantzler	1
Vizemesner	1
Vizemeßner	2
Vizeorganist	1
Vizthumbwachter	1
Viztumwachter	2
Vöbermeister	1
Vocal und instrumental Musicus	1
Vocalis et instrumentalis Musicus	4
Vöckl	1
Voderbraunsperger	1
Voderbühler	1
Vodereder	2
Voderellbrunner	1
Voderloher	2
Voderloherbauer	1
Vodermaierbauer	1
Vodermanngaßner	2
Vodernburner	1
Voderputtingertochter	1
Voderschwemmer	2
Voderschwemmerbauer	1
Vodersteigthaler	1
Vodersteigthalerin	1
Voderthalweger	3
Vogelecker	1
Vogelhändler	1
Vogelsamer	1
Vogelsamerbauer	1
Vogelsamerbäuerin	1
Vogl 	2
Voglbauer	4
Vogleder	1
Voglederbauerstochter	1
Vogledertochter	1
Voglgütler	4
Voglgütlerin	1
Voglhamerbauerstochter	1
Voglhändlerstochter	1
Voglhausbesitzerin	1
Voglhäusler	2
Voglhäuslerin	1
Voglmaierbauerssohn	1
Voglmanntochter	1
Voglsamer	2
Voglsamer 	1
Voglsamerbauer	2
Voglschneider	1
Vohbergerbauer	1
Voitenbauer	1
Voitenbauer 	1
Voitenbäuerin	1
Voitenbauerstochter	1
Voitl	1
Voitlbauer	1
Volkerberger	1
Volkslehrer	2
Volksschullehrer	1
Vom Bauernstande	1
Vorarbeiter	8
Vorarbeiterstochter	1
Vorbuchbauer	1
Vorbuchbäuerin	1
Vorbucher	1
Vorbuchner	8
Vorbuchnerbauer	2
Vorbuchnerin	1
Vordeloherbauer	1
Vorderauer	2
Vorderauertochter	1
Vorderberngeher	1
Vorderberreiter	2
Vorderbrenerher	1
Vorderbrunerbauerstochter	1
Vorderbrunerhäuslerin	1
Vorderbüchlerbauer	1
Vorderdaxenbergerbauerstochter	1
Vordereckerbauer	1
Vorderentstettner	1
Vorderer Bauman	1
Vorderfürklhäusler	1
Vorderhagerbauer	3
Vorderharpfinger	1
Vorderhausner	1
Vorderhausner 	1
Vorderhausnerbauer	3
Vorderholzner	1
Vorderhuberbauer	1
Vorderinzenberger	1
Vorderkammhuberbäuerin	1
Vorderkiermair	1
Vorderkiermairin	1
Vorderkreilgutsbesitzer	1
Vorderkreilsgutsmitbesitzer	2
Vorderloher	1
Vorderloidl	1
Vorderloidltochter	1
Vordermaier	5
Vordermaierbaeur	1
Vordermaierbauer	1
Vordermaierin	1
Vordermangaßner	2
Vordermanngasser	1
Vordermayer	1
Vordermayr 	2
Vordermayrbauer	1
Vordermayrhofer	4
Vordermayrtochter	2
Vorderobermaierbauer	1
Vorderpinsmayer	1
Vorderputinger	1
Vorderroinerbauer	2
Vorderschachner	2
Vorderschächner	2
Vorderschachnerbauer	1
Vorderschächnerbauer	1
Vorderschachnertochter	1
Vorderschachtner	1
Vorderschachtneraustragsbauer	1
Vorderschachtnerbauer	1
Vorderschmidinger	1
Vorderschwemmer	3
Vorderschwepfinger	3
Vorderschwepfingerbauer	2
Vorderschwepfingerin	1
Vorderschwepfingertochter	2
Vordersteigthaler	5
Vorderthalweger	1
Vorderwillbauer	1
Vorderzinsmaier	2
Vorderzoichl	1
Vorgeher	6
Vorgehersfrau	1
Vorier	1
Voringer	4
Vorlechnergütler	1
Vorlehnersohn	1
Vormaier	1
Vormatskarrer	1
Vorpatrouilleur	1
Vorrathinger	1
Vorreither	1
Vorreitinger	1
Vorreitingertochter	1
Vorreitter	6
Vorrheiter	1
Vorringer	1
Vorsinger	5
Vorsingerin	1
Vorsst und Wildmaisterin	1
Vorsstmaissterin	1
Vorsstmaister und Mauttner	1
Vorstand	2
Vorsteher	1
Vorster	9
Vorstgerichtsprocurator	1
Vorstmaister	1
Vorstner	1
Vorstschreiber	2
Vorungman	1
Vorwallner	1
Vorwallnertochter	1
Vorwalner	1
Votiv-Priester	1
Votiv Prüster	1
Votivist	2
Votivista	29
Votivpriester	1
Votivprüesster	1
Votivprüester	1
Vüscher	2
Waafenmeister	1
Waagmaister	2
Waagmeister	1
Waagner	2
Waarem beschauer	1
Waarenbeschauer	7
Waarenbeschauerin	1
Waarenbeschauers Wittwe	1
Waarenbeschauerstochter	2
Waarenbschauerstochter	1
Waarenhändler	2
Waarenverleger	1
Waasenmeister	4
Waasenmeisterin	1
Waasenmeistersgattin	1
Waasenmeistersto	1
Waasenmeisterstochter	4
Waasenmeisterstöchterchen	1
Wachetswärter	1
Wachmann	1
Wachmeister	1
Wachsbousiererstochter	1
Wachsbousirer	1
Wachsfabrikant	1
Wachspospierer	1
Wachspospiererstochter	1
Wachspossierer	1
Wachspossiererstochter	1
Wachspoussierer	1
Wachszieher	13
Wachszieherstochter	3
Wachszieherswittwe	1
Wacht Wildt und Vorstmeister	1
Wachter	40
Wächter	3
Wachtersgütler	1
Wachterstochter	1
Wachtinspector	1
Wachtmaister	17
Wachtmaister Leidnandt	1
Wachtmaister Leittenambt	1
Wachtmaisterin	1
Wachtmaisterstochter	3
Wachtmaistertochter	1
Wachtmeister	17
Wachtmeisterstochter	1
Wadenbergerbauerstochter	2
Wadl	1
Wafenmeister	28
Wafenmeisterin	2
Wafenmeisterssohn	3
Wafenmeisterstochter	16
Waffen- und Hammerschmid	1
Waffenbauernarbeiter	1
Waffenschmid	5
Waffenschmidt	4
Waffenschmiedstochter	1
Wagenaufschreiber	4
Wagenbauer	1
Wagenbichlerbauerssohn	1
Wagenbichlerhäusler	1
Wagenfabrikant	1
Wagenhofer	3
Wagenhofertochter	1
Wagenhuberbauer	2
Wagenhueber	1
Wagenhüter	1
Wagenknecht	1
Wagenmacher	1
Wagenmaister	2
Wagenmaister@	1
Wagenmeister	5
Wagenmeisterstochter	1
Wagenpaintner	1
Wagenpaintnerswittwe	1
Wagenputzer	2
Wagenschieber	18
Wagenschieberswittwe	1
Wagensohn	1
Wagenwärter	10
Wager	1
Wäger	1
Waging	1
Wagledertochter	1
Wagmacher	1
Wagmaister	26
Wagmaisterin	1
Wagmeister	1
Wagmeisterstochter	1
Wägmeisterstochter	1
Wagmeistertochter	1
Wagnederbauer	1
Wagnederbäuerin	1
Wagnederbauerstochter	1
Wagner	860
Wägner	51
Wagner 	20
Wagner  	3
Wagner Gesell	1
Wagner Sohn	1
Wagnerbauer	29
Wagnerbäuerin	1
Wagnerbauerseheleute	1
Wagnerbauerssohn	1
Wagnerbauerstochter	2
Wagnerbauertochter	1
Wagnerbaur	1
Wagnereikerl	1
Wagnereipächter	1
Wagnergehilfe	2
Wagnergesell	23
Wägnergesell	1
Wagnergeselle	8
Wagnergesöll	1
Wagnergsell	1
Wagnergütler	15
Wagnergütlerstochter	2
Wagnerhuberbauer	1
Wagnerin	56
Wagnerinn	2
Wagnerknecht	1
Wagnermaister	16
Wagnermaisterssohn	1
Wagnerman	1
Wagnermeister	176
Wägnermeister	1
Wagnermeisterin	1
Wagnermeisterstochter	4
Wagnermeisterswittwe	2
Wagnerniklgütler	1
Wagners Kind	1
Wagners Tochter	1
Wagnerschuster 	1
Wagnerschustergütler	1
Wagnerseheleute	1
Wagnersgattin	5
Wagnersgesell	2
Wagnersgeselle	1
Wagnersgesöll	1
Wagnersgütlerstochter	1
Wagnerskind	4
Wagnersohn	9
Wagnerssohn	47
Wagnerstochter	139
Wagnerswittwe	7
Wagnerswitwe	3
Wagnertochter	35
Wahlfahrterin	1
Wahrbeschauer	1
Wahrenverkheuffler	1
Wahrman	1
Waidman	1
Waiglmayr	1
Waisenmeister	1
Waislmayrbauerstochter	1
Waissposserin	1
Waiswirthochter	1
Waitzmair	1
Waitzmajr	2
Waizenbergerbauer	1
Waizhofer	2
Waizmairbauer	1
Walcherbauer	1
Wald	1
Waldaufseher	10
Waldaufseherstochter	1
Waldermillerstochter	1
Waldhauser	2
Waldhäuser	1
Waldhausergütler	1
Waldhauserin	1
Waldher	1
Waldhörbaur	1
Waldl	3
Waldlbauer	1
Waldlbäuerin	1
Waldltochter	1
Waldmaister	1
Waldmann	1
Waldner	1
Waldwärter	1
Waler	1
Wallburger	1
Walldtmaister	1
Wallfahrter	1
Wallfarter	1
Wallmeister	1
Wallner	6
Wallnerbauer	3
Wallnerbauerntochter	1
Wallnerbauerssohn	1
Wallnertochter	2
Wallprechtinger	1
Walnerbräu	1
Waloner Dragoner@	1
Wälschmüller	2
Walschwinklerbauer	1
Walteaicher	1
Waltelkramer	1
Waltenhamer	1
Wändtnerskind@	1
Wanger	2
Wänger	1
Wangerstochter	1
Wangler	1
Wängler	1
Wangner	1
Wangnerin	2
Wanknergutsbesitzer	1
Wannerbauer	1
Wanninger	1
Wanningerbauer	1
Warenbeschauer	1
Warenbeschauerstochter	1
Warenbschauer	4
Wärterin	1
Warzenberger	1
Wäscher	25
Wäscher 	1
Wäscherer	2
Wascherin	1
Wäscherin	30
Wascherstochter	1
Wäscherstochter	4
Wäschertochter	1
Waschfrau	1
Waschl	3
Waschlbauer	1
Waschltochter	2
Wasenbauer	3
Wasenbauerntochter	1
Wasenbauerstochter	1
Wasenmaister	39
Wasenmaisterin	3
Wasenmaisters	1
Wasenmaistersohn	1
Wasenmaisterstochter	1
Wasenmaistertochter	1
Wasenmeister	167
Wasenmeister Knecht	2
Wasenmeister Tochter	1
Wasenmeisterin	22
Wasenmeisterseheleute	1
Wasenmeistersgattin	3
Wasenmeistersknecht	1
Wasenmeisterssohn	14
Wasenmeisterssöhnchen	1
Wasenmeisterstochter	42
Wasenmeisterswittwe	2
Wasenmeistertochter	1
Wasltochter	1
Wasner	1
Wassenmaister	3
Wasser- u. Straßenbauinst.	1
Wasser und Strassenbau Werkmeister	1
Wasserbauarbeiter	38
Wasserbauarbeiterssohn	1
Wasserbauarbeiterstochter	2
Wasserbauer	1
Wasserbauvorarbeiter	6
Wassermannsohn	1
Wassermeister	1
Wastelmann	1
Wastlbauer	4
Wastlmaier	3
Wastlmaiersohn	1
Wastlmairbauer	2
Wastlmairssohn	1
Watzingertochter	1
Wazingerbauer	2
We@	1
Weber	2344
Weber 	67
Weber  	5
Weber Sohn	1
Weber und Krämmer	2
Weber und Krämmersgattin	1
Weberbauer	9
Weberbäuerin	3
Weberbauerssohn	4
Weberbauerstochter	4
Webergesell	53
Webergeselle	16
Webergesellentochter	1
Webergessell	1
Webergsöll	1
Webergütler	14
Webergütlerin	1
Webergütlerstochter	2
Weberhauskhnecht	1
Weberhäusler	3
Weberhäuslerstochter	2
Weberhäuslertochter	1
Weberin	171
Weberin 	2
Weberkhnap	1
Weberkhnapp	1
Weberknap	6
Weberknapp	8
Weberknecht	1
Webermaister	29
Webermaisterin	1
Webermann	6
Webermannstochter	1
Webermanntochter	1
Webermeister	367
Webermeister u. Mesner	1
Webermeisterin	9
Webermeistersfrau	1
Webermeisterstochter	12
Webermeistertochter	1
Webermeisterwittwer	1
Webermeistr	1
Webernsohn	1
Webers Gattin	1
Webers Kind	1
Webers Töchterl	1
Weberseheleute	1
Webersgattin	5
Webersgehilfe	1
Webersgesell	1
Webersinwohner	1
Weberskind	6
Webersohn	35
Webersöldner	1
Webersöldnerin	1
Weberssohn	140
Weberstochter	523
Weberswittwe	18
Webertochter	62
Weberwittwe	2
Weberwittwer	1
Wechlbauerssohn	1
Wechselappelationsgerichtsassessor	1
Wechselberger	1
Wechselwärter	41
Wechselwärterstochter	3
Wechselwärterswittwe	1
Wechselwärtertochter	1
Wechselwürfer	1
Wechter	1
Weeber	4
Weebermaister	1
Weebermeister	1
Weegmacher	4
Weg- u. Werkmeister	1
Wege und Brückenaufsehers Sohn	1
Weger	1
Wegerbauerstochter	1
Wegertochter	1
Weglehner	2
Wegmacher	212
Wegmacher / Straßenwärter	1
Wegmacherin	20
Wegmachers- u. Söldnersgattin	1
Wegmachers Kind	2
Wegmachers Tochter	1
Wegmachersfrau	1
Wegmachersgattin	1
Wegmacherskind	6
Wegmachersohn	2
Wegmacherssohn	9
Wegmacherssöhnchen	1
Wegmacherstochter	52
Wegmachersweib	1
Wegmacherswittwe	3
Wegmachertochter	4
Wegmaister	2
Wegmann	3
Wegmeister	16
Wegmeisterin	1
Wegmeisters Gattin	1
Wegmeisters Kind	2
Wegmeisterstochter	2
Wegmühler	1
Wegmühlersohn	1
Wegmüller	1
Wegübersteher	3
Wegübersteherin	1
Wegüberstehers Wittwe	1
Wegüberstehersgattin	1
Wegübersteherstochter	4
Wehrmann	1
Weibsgerber	1
Weibsperson	1
Weichenwärter	4
Weichenwärterstochter	1
Weichselgartner	3
Weichsgartner	1
Weidachertochter	1
Weidengänger	1
Weidnerstochter	2
Weierhäuslweib	1
Weiermair	1
Weiglmaierbauer	1
Weigoldenbauer	1
Weiherer	1
Weiherhäusler	1
Weiherhäusler 	1
Weiherhäuslerstochter	1
Weihermayr	3
Weihrer	1
Weihrerbauer	1
Weihwebersöldner	1
Weiklbauer	2
Weiklbauerstochter	1
Weikltochter	1
Wein- u. Gastwirth	2
Wein- und Bierwirth	1
Wein- und Gastwirth	1
Wein- und Gastwirthswittwe	1
Wein Gastgeb	1
Wein und Gastgeb	1
Weinarbeiter	1
Weinauertochter	1
Weinaufschlagseinnehmer	2
Weinaufschlagsgegenschreiber	1
Weinbauer	1
Weinbauerssohn	2
Weindl	8
Weindlbauer	1
Weindlgruber	1
Weindlgruberbauer	1
Weindlgütler	1
Weindltochter	2
Weinergütlerstochter	1
Weinfisirer	1
Weingartner	4
Weingärtner	4
Weingartner Hausler	1
Weingartnerbauer	2
Weingärtnerssohn	1
Weingärtnerstochter	1
Weingasstgeb	2
Weingasstgebin	7
Weingastgeb	127
Weingastgeb- u. Bierbräuerstochter	1
Weingastgeb 	57
Weingastgeb und Bierbräuerswitwe	1
Weingastgeb und Landarztinn	1
Weingastgeber	21
Weingastgebersgattin	1
Weingastgeberssohn	1
Weingastgeberstochter	7
Weingastgebgattin	1
Weingastgebin	17
Weingastgebs Frau	1
Weingastgebs und Münchner Bothens Sohn	1
Weingastgebstochter	2
Weingastgegs Tochter	1
Weingastgöb	9
Weingastgöbin	1
Weinhandler	1
Weinhändler	4
Weinhändlers und Bierbräuersgattin	1
Weinhändlerstochter	2
Weinhauer	10
Weinheler	1
Weinlehner	1
Weinmaier 	2
Weinmaierbauer	3
Weinmaierin	1
Weinschenckher	1
Weinschenk	1
Weintaler	1
Weintalergütler	1
Weinvisirer	1
Weinwierth	1
Weinwirdin	1
Weinwirdt	1
Weinwirt	1
Weinwirth	103
Weinwirth 	1
Weinwirthin	24
Weinwirths- u. Bräuerstochter	1
Weinwirths Kind	1
Weinwirths Tochter	1
Weinwirths und Getreidhandlerstochter	1
Weinwirths Wittwe	1
Weinwirthsgattin	1
Weinwirthskind	5
Weinwirthssohn	4
Weinwirthstochter	29
Weinwirthswittwe	2
Weinwirthtochter	1
Weinwürth	30
Weinwürthin	23
Weinwürthstochter	4
Weinwürtstochter	1
Weinzährl	1
Weinzierl	11
Weinzierl Mühler	1
Weinzierlmühler	1
Weinzierlmüller	2
Weirer	1
Weirer 	2
Weirerbauerstochter	1
Weirerin	1
Weirth	1
Weis Pierwirthstochter	1
Weisbäck	1
Weisbäckerssohn	1
Weisbek	1
Weisbierführer	1
Weisbierwirth	2
Weisbierwürth	1
Weisbierwürthin	1
Weisbierzäpfler	1
Weisböck	1
Weisbökh	3
Weisenhofer	1
Weisenpierwürth	1
Weisenpürschenkh	1
Weiser Püerschenkh	1
Weiserbierwürth	1
Weisgaebertochter	1
Weisgarber	2
Weisgärber	58
Weisgärber Gesell	1
Weisgärberin	20
Weisgärberinn	1
Weisgärbers Sohn	1
Weisgärberstochter	3
Weisgärbertochter	3
Weisgerber	34
Weisgerberin	11
Weisgerberstochter	3
Weispeckhlerstochter	1
Weispier Fiehrerin	1
Weispierfuhrmanin	1
Weispierschenkhin	1
Weispierwirthin	2
Weispierwürthin	4
Weispierzäpflerin	1
Weispökh	1
Weisriemerstochter	1
Weisrimler	2
Weiß 	1
Weiss Pierführer	1
Weiss Pierwürthin	2
Weißbäck 	1
Weißbäcker	3
Weißbäckermeister	1
Weißbäckin	1
Weißbauer	1
Weißbäuerin	1
Weißbauerssohn	1
Weissbier Führer	1
Weißbierbrauer	7
Weissbierbräuer	1
Weißbierbräuer	3
Weißbierbräuerstochter	1
Weißbierbrauerswittwe	1
Weißbierbräutochter	1
Weißbierfabrikant	1
Weißbierführer	10
Weissbierschenckh	1
Weißbierschenk	1
Weissbierschenkh	11
Weißbierschenkh	1
Weissbierschenkhin	2
Weißbierwirth	11
Weißbierwirthin	2
Weißbierwirthstochter	1
Weissbierwürth	6
Weißbierwürth	6
Weissbierwürthin	2
Weißbierwürthin	7
Weißbierwürthsgattin	1
Weißbierzäpfler	1
Weißböck	1
Weissbök	1
Weißbök	1
Weißbökenmeister	1
Weißbräuer	1
Weisse Pierfiehrerin	1
Weisse Pierwürthin	4
Weißen Bierführer	1
Weißenbauerss	1
Weißenbauerssohn	1
Weissenbierführer	2
Weißenbierführer	1
Weissenbiergastgeb	1
Weissenbierschenkh	3
Weissenbierwirth	1
Weißenbierwirth	1
Weissenbierwirthtochter	1
Weissenbyerfihrer	1
Weißenhofer	1
Weißenhofer 	1
Weißenhoferbauer	2
Weißenhuberbauer	1
Weissenpierfierer	1
Weissenpierführer	6
Weissenpierschenkh	4
Weissenpierwürth	10
Weissenpierzäpfler	2
Weissenpüerschenkh	1
Weissenpürschenkh	1
Weissepierfiehrerin	1
Weissepierwirthin	1
Weisser Bierführer	1
Weißer Bierführer	1
Weißer Bierwirth	2
Weisser Pierfiehrer	1
Weisser Pierführer	1
Weisser Pierschenkh	1
Weißer Pierschenkh	1
Weisser Pierwürth	2
Weisser@	1
Weißerbierfirer	1
Weisserbierwürth	1
Weisserpier Wird	1
Weisserpierfihrer	1
Weisserpierschenkh	1
Weisserpierwirth	1
Weisserpierwürth	3
Weißgarber	2
Weissgärber	5
Weißgärber	136
Weißgärbergesell	3
Weissgärberin	1
Weißgärberin	5
Weißgärbermeister	1
Weißgärbersgattin	1
Weißgärbersgesell	1
Weißgärbersohn	1
Weißgärberssohn	2
Weißgärberstochter	13
Weissgerber	5
Weißgerber	44
Weißgerber 	2
Weißgerbergesell	1
Weissgerberin	1
Weißgerbermeister	1
Weißgerbermeisterstochter	1
Weißgerbers Söhnlein	1
Weißgerberskind	1
Weißgerberstochter	12
Weißgerbertochter	1
Weißmühler	1
Weissn Bierwirtstochter	1
Weissn Bierwürtstochter	1
Weißnäherin	1
Weissnbierschenkhin	1
Weissnpierfiehrer	2
Weisspierfüehrerin	1
Weisspierschenkh	11
Weißpierschenkh	1
Weisspierschenkhin	3
Weisspierwirth	2
Weisspierwirthin	2
Weisspierwürth	4
Weisspierwürthin	8
Weisspierzäpfler	4
Weißpüerzäpfler	1
Weisspürpreu	1
Weisspürschenkh	3
Weisspürwirth	1
Weißriemer	1
Weißriemer 	1
Weißriemerstochter	2
Weißriemler	1
Weißriemler@99	1
Weißrinnlerstochter	1
Weißwaarenhändlerin	1
Weißwarenhändler	1
Weißweber	1
Weißwirthstochter	1
Weiswirth	1
Weiswürthssohn	1
Weitfeldergütler	1
Weitfeldner	1
Weitfellner	1
Weizhofer	2
Wejherhäusler	1
Wendlbauer	1
Weniglehner	1
Weniglehnerbauer	1
