first_name	cnt
Alwine	2
Alwine Maria	1
Alwinia	1
Alwinie	1
Aly	2
Alys	1
Alysia	2
Alysia Amalia	1
Am.	3
Amad.	2
Amadäus	4
Amadeus	6
Amal.	21
Amal. 	4
Amali	1
Amali.	1
Amalia	4262
Amalia 	1
Amalia   	9
Amalia Aloisia	1
Amalia Angela	1
Amalia Anna	3
Amalia Antonia Anna	1
Amalia Augusta	1
Amalia C. 	1
Amalia Carolina	1
Amalia Catharina	1
Amalia Crescenz	1
Amalia Crescenz Katharina	1
Amalia Elisabeth	3
Amalia Franziska	1
Amalia Frieda	1
Amalia Friederika Katharina	1
Amalia Genov. 	1
Amalia Irene	1
Amalia Johanna	2
Amalia Josepha	2
Amalia Julia	1
Amalia Juliana	1
Amalia Kath.	1
Amalia Katharina	5
Amalia Krescenz	1
Amalia Leopoldina	1
Amalia Magdalena	2
Amalia Mar.	1
Amalia Maria	14
Amalia Maria Anna	1
Amalia Maria Sophia	1
Amalia Martha	2
Amalia Mathilde	1
Amalia Ros. 	1
Amalia Theresia	10
Amalia Theresia Josepha	4
Amalie	949
Amalie 	2
Amalie Anna	3
Amalie Anna Theresia	1
Amalie Bertha	1
Amalie Cresc.	1
Amalie Cresc. Henr.	1
Amalie Crescenz	1
Amalie Elisabeth	1
Amalie Eugenie	1
Amalie Franziska	2
Amalie Hermine	1
Amalie Josephine Rosina	1
Amalie Katharina	1
Amalie Kreszentia	1
Amalie Louise Josephine	1
Amalie Maria	4
Amalie Math.	1
Amalie Mathilde	1
Amalie Therese	2
Amalie Theresia	1
Amalie Walburga	1
Amalie Wilhelmina	1
Amallie	1
Amalusa	2
Amam	1
Aman  	1
Amand	4
Amand Joseph	1
Amand Math.	1
Amand Mathias	1
Amanda	31
Amanda Creszenz	1
Amanda Geraldine	1
Amanda Karolina	1
Amanda Kreszentia	1
Amanda Lieselotte	1
Amanda M.	2
Amanda Maria	1
Amandus	16
Amandus Fortunatus	1
Amandus Gottlieb	1
Amandus Josephus	1
Amant	1
Amanth	1
Amantius	2
Amanuel	1
Amar	1
Amastasia	1
Amata	2
Amatheus	1
Amb.	4
Ambros	620
Ambros  	2
Ambros Max	1
Ambros Simon	1
Ambros.	1
Ambrosi	5
Ambrosia	1
Ambrosiny	1
Ambrosius	211
Ambrosius Joh.	1
Ambrosius Maximilian	1
Ambross	4
Ambroß	3
Ambus	1
Amelia	2
Amelie	4
Amelie Maria	1
Amelie Marie	1
Amelie Teresa	1
Amelie Theresia	1
Amerina	1
Amg	1
Amia Barb.	1
Ämil	1
Ämil Heinrich	1
Ämilia	7
Amilian	2
Ämilian	15
Amilian Jos.	1
Amiliana	6
Ämiliana	10
Amilie	1
Ämilie	3
Ämilina	1
Amlia	1
Amm	2
Amma	4
Ammelie Maria	1
Ammon	2
Amn	1
Amnilian	1
Amnna	1
Amon	1
Amoros	5
Amos	1
Amoy	1
Ampros	1
Amr	1
Amrt	1
Amrth	1
Amt	1
Amthäus	1
Amthi	2
Amthia	1
Amuleia	1
Amx	2
An	1
AN	1
An.	24
An. Jos.	1
An. M.	6
An. Mar.	8
An....	1
An....ssa	1
Ana	4
Ana 	1
Ana Bärb.	1
Ana Elisabeth	1
Ana Maria	15
Ana Maximiliana	1
Ana Mia	1
Ana Sophia	1
Anagred	1
Anais Ferdinand	1
Anal	1
Analise	1
Anamina	1
Anan	2
Anan Mar.	1
Anan Maria	1
Anan Sophia	1
Anana	1
Ananias	1
Anast.	2
Anastasia	456
Anastasia Kreszenz	1
Anastasia Marg.	4
Anastasia Maria	1
Anastasius	2
Anastesia	1
Anat	1
Anataljo	1
Anatol	1
Anbonia	1
Anbros.	2
Ánd	1
And,	1
And.	238
And. 	1
And. Joseph	2
And. Mathäus	1
And.Jos.	1
Anddreas Valent.	1
Ande	2
Andei	1
Anden	1
Ander	2
Anderl	2
Andfe	1
Andl	1
Andon	1
Andonia	1
Andor	1
Andor Miklos	1
Andr	3
Andr.	265
Andr. 	6
Andr. Achatius	1
Andr. Alois	2
Andr. Franz J. 	1
Andr. Friedrich	1
Andr. Josef Emanuel	1
Andr. Wilh.	1
Andra	2
Andrä	2288
Andrä 	2
Andrä  	2
Andrä Anselm	1
Andrä Anton	1
Andrä Blasius	1
Andrä Ferdinand	1
Andrä Ignatz	1
Andrä Joh. Nepom.	1
Andrä Johann	1
Andrä Joseph	1
Andrä Sebastian	1
Andräas	13
Andrae	39
Andrae Anton	1
Andräs.	1
Andräw	1
Andre	1124
Andre  	9
Andre   	1
Andre Andreas	1
Andre Claudio	1
Andre Günther	1
Andre Marcel	1
Andre.	22
Andre. 	1
Andrea	40
Andrea-Regina	1
Andrea Alfred	1
Andrea Anna	1
Andrea Anna Maria	1
Andrea Annaliese	1
Andrea Babete	1
Andrea Brigitte	1
Andrea Brunhilde	1
Andrea Christina	1
Andrea Christine	5
Andrea Elisabeth	1
Andrea Emilie	1
Andrea Gisela	1
Andrea Ingrid	1
Andrea Irene	1
Andrea Isolde	1
Andrea Karin	1
Andrea Katharina	1
Andrea Katharina Elisabeth	1
Andrea Margaretha	1
Andrea Maria	15
Andrea Maria Josepha	1
Andrea Martina	1
Andrea Michaela	3
Andrea Monika	1
Andrea Rosemarie	1
Andrea Sabine	1
Andrea Sahra	1
Andrea Simone	1
Andrea Theres	1
Andrea Therese	2
Andrea Theresia	2
Andrea u.Sebastian	1
Andrea Veronika	1
Andreae	2
Andreas	36537
Andreas 	2
Andreas   	1
Andreas Achaz	1
Andreas Adam	3
Andreas Albert	3
Andreas Alexander	1
Andreas Alois	1
Andreas Anton	4
Andreas Antonius	2
Andreas Armin	1
Andreas Artur	1
Andreas Augustin	1
Andreas Bened.	1
Andreas Benedikt	1
Andreas Bernardus	1
Andreas Bernhard	3
Andreas Christian	1
Andreas Christoph	2
Andreas Conrad	1
Andreas Corbinian	1
Andreas Cors.	1
Andreas Daniel	1
Andreas Dietmar	1
Andreas Dominicus	1
Andreas Edmund	1
Andreas Eduard	2
Andreas Elias	1
Andreas Emmanuel	1
Andreas Erwin	1
Andreas Ferd. 	1
Andreas Ferdinand	2
Andreas Florian	1
Andreas Francisc. Xav.	1
Andreas Franz	5
Andreas Franz Georg	1
Andreas Franz Xaver	6
Andreas Franz Xaver Nikola	1
Andreas Frnaz Joseph	1
Andreas Gabriele	1
Andreas Georg	5
Andreas Gerhard	2
Andreas Gottfried	1
Andreas Günter	1
Andreas Günther	1
Andreas Heinrich	2
Andreas Helmuth	1
Andreas Heribert	1
Andreas Jakob	2
Andreas Joachim	1
Andreas Joh.	1
Andreas Johann	5
Andreas Johann Nepmuk	1
Andreas Johannes	4
Andreas Johannes Carlos	1
Andreas Jos. Karl	1
Andreas Josef	4
Andreas Josef Adam	1
Andreas Joseph	16
Andreas Joseph Alois	2
Andreas Joseph Heinrich	1
Andreas Julianus	1
Andreas Jürgen	1
Andreas Karl	8
Andreas Klarus	1
Andreas Konrad	1
Andreas Korbinian	1
Andreas Korsinus	2
Andreas Kurt	3
Andreas Lambert	1
Andreas Laurentius	1
Andreas Leonardus	1
Andreas Leop.	1
Andreas Lorenz	1
Andreas Ludwig	4
Andreas Lukas	1
Andreas Manfred	1
Andreas Martin	4
Andreas Mathias	2
Andreas Maximilian	1
Andreas Michael	8
Andreas Nikolaus	1
Andreas Norbert	2
Andreas Paul	1
Andreas Peter	1
Andreas Petrus	1
Andreas Richard	1
Andreas Roland	1
Andreas Sebastian	3
Andreas Siegfried	1
Andreas Simon	2
Andreas Stefan	1
Andreas Stephan	3
Andreas Thaddäus	1
Andreas u.Elisabeth	1
Andreas u.Maria	1
Andreas u.Sebastian	3
Andreas u.Simon	1
Andreas u.Ursula	1
Andreas Val. 	1
Andreas Viktor	1
Andreas Vinzenz	1
Andreas Virgil	2
Andreas Walter	3
Andreas Wenzeslaus	1
Andreas Wilhelm	2
Andreas Wolfgang	4
Andreas Xav.	1
Andreas Xaver	3
Andreas		1
Andreaß	2
Andreastanja Gisela	1
Andree	12
Andres	3
Andres u.Martin	1
Andri	2
Andrö	1
Andto	1
Andton	1
Anel.	1
Anelina	1
Anem.	1
Aneronimus	1
Anetius	1
Anette	3
Anette Brigitte Katharina	1
Anette Christine	1
Anette Cordula	2
Anette Frieda	1
Anette Gabriele Barbara	1
Anette Irmgard	2
Anette Viktoria	1
Angath	1
Angela	222
Angela   	4
Angela Anna	2
Angela Anna Jos.	1
Angela Anton.	1
Angela Antonia	2
Angela Barbara Vigilia	1
Angela Carmen Sylvia	1
Angela Clara	1
Angela Elis.	1
Angela Elisabeth	4
Angela Franziska	1
Angela Genovefa	1
Angela Gerlinde	2
Angela Gertrudis	1
Angela Helena	1
Angela Johanna	1
Angela Juliana	1
Angela Karol.	1
Angela Karolina	1
Angela Katharina	3
Angela Lieselotte	1
Angela Mar.	1
Angela Margareta	2
Angela Maria	16
Angela Maria Anna Katharina	1
Angela Maria Josepha	1
Angela Maria Katharina	1
Angela Mathilde	1
Angela Nothburga	1
Angela Regina	1
Angela Therese Karol.	1
Angela Theresia	9
Angela Theresia Maria	1
Angela Ulricke	1
Angela Ursula	2
Angela W.	1
Angela Zita	1
Angelbert	1
Angelica	1
Angelika	48
Angelika Christa	3
Angelika Cornelia	1
Angelika Edith	1
Angelika Elfriede	1
Angelika Friederike	2
Angelika Gertraud	1
Angelika H. The.	2
Angelika Hildegard	1
Angelika Irmgard	1
Angelika Johanna	1
Angelika Luise	1
Angelika Maria	9
Angelika Petra	1
Angelika Renate	1
Angelika Sigrid Maria	1
Angelika Theresia	1
Angelika Ursula	1
Angelika Waltraud	1
Angelina	6
Angelina Katharina	1
Angelina Maria	2
Angeline	1
Angelinus	1
Angelo	1
Angelus	5
Anges	1
Angeta	1
Angidius	1
Angina	1
Angnete	1
Anian	1
Anibetha	1
Anicet	2
Anicetus	1
Anika	1
Anika Luise	2
Aniort	1
Anit Maria	1
Anita	74
Anita   	2
Anita Alberta	1
Anita Angela	2
Anita Anna	1
Anita Antonie	1
Anita Brigitte	2
Anita Christina	1
Anita Claudia	3
Anita Elfriede	1
Anita Elisabeth	6
Anita Franziska	1
Anita Franziska Elisabeth	1
Anita Heidi	1
Anita Helma	1
Anita Hermine	1
Anita Hildegard	1
Anita Ida Emilia	1
Anita Johanna	1
Anita Josefine	1
Anita Juliana	1
Anita Katharina	2
Anita Margit	1
Anita Maria	48
Anita Maria Elisabeth	1
Anita Marianne	1
Anita Peulina	1
Anita Regina	1
Anita Renate	1
Anita Rosa	1
Anita Rosmarie	1
Anita Therese	1
Anita Theresia	6
Anja	6
Anja Elfriede	2
Anja Maria	3
Anke Sybille	1
Anmd	2
Anmilian	1
Ann	5
Ann Maria	1
Anna	157486
Anna-Lena	1
Anna-Marie	1
Anna 	75
Anna  	384
Anna   	565
Anna    	6
Anna  M.	1
Anna  Maria	1
Anna  Mathild	1
Anna Adalfrid	1
Anna Adelburga	1
Anna Adelheid	2
Anna Adlheid	2
Anna Adolphina	1
Anna Affra Magdalena	1
Anna Afra	1
Anna Agatha	6
Anna Agatha Klara	2
Anna Agnes	4
Anna Al.	1
Anna Albertina	2
Anna Alexandra	1
Anna Aloisia	37
Anna Aloysia	7
Anna Amal.	1
Anna Amal. Ant.	1
Anna Amalia	4
Anna Amalia  	1
Anna Amalie	5
Anna Amanda	1
Anna Anastasia	1
Anna Angela	1
Anna Anton	1
Anna Antonia	13
Anna Antonia Augusta	1
Anna Antonia Katharina	1
Anna Antonia Krescentia	1
Anna Antonie	1
Anna Apollonia	2
Anna Apolonia	2
Anna Aug.	2
Anna Augusta	4
Anna Auguste	2
Anna Babette	2
Anna Balbina	1
Anna Barb.	1
Anna Barb. 	3
Anna Barbara	193
Anna Barbara Carolina	2
Anna Barbara Rosina	1
Anna Barbara Veronika Josefa	1
Anna Berta	1
Anna Bertha	3
Anna Blazida Barbara Crescentia	1
Anna Brigida	1
Anna Brigitta	2
Anna Cäcilia	17
Anna Caecilia	1
Anna Candida	2
Anna Carol.	1
Anna Carola	1
Anna Carolina	6
Anna Cäsar	1
Anna Catharina	71
Anna Catharina Aloisia Wilhelmine	1
Anna Catherina	1
Anna Cäzilia	1
Anna Chatarina	1
Anna Chatarina Caecilia	1
Anna Christ.	1
Anna Christiana	1
Anna Christina	67
Anna Christine	12
Anna Clara	15
Anna Cor.	1
Anna Cordula	3
Anna Corinna	1
Anna Corolina	2
Anna Corona	8
Anna Coronna	1
Anna Cres. Ant.	1
Anna Cresc.	1
Anna Crescentia	2
Anna Crescenz	5
Anna Crescenz Theresia	1
Anna Cresz.	1
Anna Cretzentia	3
Anna Cunegundis	1
Anna Dorothea	2
Anna Edeltraut	1
Anna Eduarda	1
Anna El.	2
Anna Eleon.  	2
Anna Eleon.Kath	2
Anna Eleonora	6
Anna Eleonore	2
Anna Elfriede	2
Anna Elis.	6
Anna Elis. Babette	2
Anna Elisa	2
Anna Elisa.	1
Anna Elisab.	4
Anna Elisabet	2
Anna Elisabeth	336
Anna Elisabeth Berta	2
Anna Elisabeth Christine	1
Anna Elisabeth Juliane	1
Anna Elisabeth Kreszenz	1
Anna Elisabeth Maria Luise	1
Anna Elisabetha	35
Anna Elisbeth	1
Anna Elise	5
Anna Elise Josephine	1
Anna Elise Maria	2
Anna Emilia	1
Anna Emilie	5
Anna Emma	2
Anna Emma Kresz.	1
Anna Ernestina Amalia	1
Anna Ernestina Theresia Rosina	1
Anna Ernestine	2
Anna Eugenia	1
Anna Euphros. 	1
Anna Euphrosina	5
Anna Eva	18
Anna Eva 	1
Anna F.	1
Anna F. 	1
Anna Felicitas	3
Anna Felizitas	1
Anna Filomena	1
Anna Fr. 	1
Anna Franc. Jul.	1
Anna Francisca	5
Anna Franz.	1
Anna Franzika	1
Anna Franzisca	1
Anna Franziska	193
Anna Franziska 	1
Anna Franziska Aloisia	1
Anna Franziska Englb.	1
Anna Franziska Josepha	1
Anna Franziska Katharina	1
Anna Franziska Maria	3
Anna Franziska Theresia	3
Anna Franziska Theresia 	1
Anna Frieda	4
Anna Friederika	4
Anna Friederrika	1
Anna Friedrike Elisabeth	1
Anna Frzka	2
Anna Frzka.	3
Anna Fzka.	1
Anna Gabriele	3
Anna Genofeva	1
Anna Genovefa	1
Anna Genovefa Margareth	1
Anna Genovefa Theresia	1
Anna Georgine	1
Anna Gertraud	2
Anna Gertrud	2
Anna Gertrudis	2
Anna Gisela	1
Anna Gudelinda	1
Anna Gundberg	1
Anna Hart	1
Anna Hedwig	4
Anna Helena	10
Anna Helena 	1
Anna Helena Maria	1
Anna Helena Rosina	2
Anna Helene	4
Anna Helene Franziska	1
Anna Henr.	1
Anna Henriette	1
Anna Herm. 	1
Anna Hermine	3
Anna Hildegard	1
Anna Irma	1
Anna Irmengard	1
Anna Irmingard	1
Anna Isabella	1
Anna J.	1
Anna Jakobe	1
Anna Jakobe   	1
Anna Jakobe M. 	1
Anna Jakobina	2
Anna Joh.	1
Anna Joh. A.	2
Anna Johanna	34
Anna Johanna Elisab.	1
Anna Johanna Josepha Adelheit Christiana	1
Anna Jos.	4
Anna Jos. Philip.	1
Anna Josefa	9
Anna Josefa Christina	1
Anna Josefa Walburga Antonia	1
Anna Joseph.	1
Anna Josepha	64
Anna Josepha Klara	1
Anna Josepha Ursula	3
Anna Josephine	6
Anna Jul.	2
Anna Julia	4
Anna Juliana	13
Anna Juliana 	1
Anna Juliana Josepha Cäcilia	1
Anna Juliana Vinzenzia Thekla	1
Anna Justina	8
Anna K.	1
Anna Karol.	2
Anna Karol. Ther.	1
Anna Karola	1
Anna Karolina	33
Anna Karolina  	1
Anna Karolina Clothilde	1
Anna Karolina Eugenie	1
Anna Karolina Frieda	1
Anna Karoline	1
Anna Karoline Maria	1
Anna Kath.	20
Anna Kath. 	11
Anna Kath. Math. 	1
Anna Kathar. 	10
Anna Katharina	547
Anna Katharina 	4
Anna Katharina Antonia Walburga Josepha	1
Anna Katharina Carolina Ida	1
Anna Katharina Christina	1
Anna Katharina Elisabetha	1
Anna Katharina Franziska	5
Anna Katharina Josepha	1
Anna Katharina Kajetana	1
Anna Katharina Klara	1
Anna Katharina Kolumba	1
Anna Katharina Magdalena	1
Anna Katharina Maria	1
Anna Katharina Priska	1
Anna Katharina Ros.	1
Anna Katharina Sen.	1
Anna Katharina Theresia	2
Anna Katharina Walburg	1
Anna Katharina Walburga Margaretha	1
Anna Katherina Theres	1
Anna Kathr.	2
Anna Kathr. 	2
Anna Kathrin	1
Anna Klara	43
Anna Klara Katharina	1
Anna Klara Maria	1
Anna Konkordia	2
Anna Kora	1
Anna Kordula	4
Anna Korona	7
Anna Kresz.	1
Anna Kresz. 	1
Anna Kresz. Agatha	1
Anna Kreszentia	2
Anna Kreszenz	10
Anna Kunigund Mathild	1
Anna Kunigunde	7
Anna Lena	1
Anna Leokadia	2
Anna Leonor	1
Anna Leonore	1
Anna Leop.	1
Anna Leopoldina	3
Anna Lidwina	1
Anna Lina	1
Anna Lise	2
Anna Lore	2
Anna Louise	1
Anna Lucretia	1
Anna Ludovica	1
Anna Luise	6
Anna Luise Gertraud Kath.	1
Anna Luzia	2
Anna m	15
Anna M	27
Anna M.	333
Anna M. 	28
Anna M.  	2
Anna M. Hedwig	2
Anna M. Josepha	1
Anna M. Kath.	1
Anna M. Kath. Elisabetha	1
Anna M. Kathar. 	1
Anna M. Magd.	2
Anna M. Salome 	1
Anna M. Th. 	1
Anna M. Theresia	1
Anna M. Viktoria	1
Anna M. Walb.	1
Anna Ma	13
Anna Magd.	4
Anna magd. 	1
Anna Magd. 	2
Anna Magd. Juliana	1
Anna Magdal. 	1
Anna Magdalena	57
Anna Magdalena Johanna	1
Anna Mar.	62
Anna Mar. 	8
Anna Mar. Aug.	1
Anna Mar. Brig.	2
Anna Mar. Cresz.	1
Anna Mar. Fet. Gis.	1
Anna Mar. Magd.	1
Anna Mar. Ther.	1
Anna Marg. 	3
Anna Margar.	2
Anna Margareta	5
Anna Margarete	3
Anna Margareth	4
Anna Margaretha	37
Anna Margaretha Cäzilia	1
Anna Margaretha Theresia	1
Anna Margaretha Wilhelmina	1
Anna Margarethe	6
Anna Margarethe Nothburga	1
Anna Margarita Franziska	1
Anna Margretha	1
Anna Mari	1
Anna maria	4
Anna Maria	44493
Anna Maria 	59
Anna Maria  	14
Anna Maria   	110
Anna Maria    	1
Anna Maria     	1
Anna Maria Adelheid	2
Anna Maria Agatha	4
Anna Maria Agnes	1
Anna Maria Aloisia	5
Anna Maria Aloisia Barbara	1
Anna Maria Aloysia	1
Anna Maria Antonia	2
Anna Maria Antonia Theresia	1
Anna Maria Antonie	2
Anna Maria Apolonia	2
Anna Maria Augustina	1
Anna Maria Barbara	12
Anna Maria Barbara Clara	1
Anna Maria Brig.	3
Anna Maria Brigid	5
Anna Maria Brigida	3
Anna Maria Cäcilia	1
Anna Maria Carolina	1
Anna Maria Catharina	1
Anna Maria Christa	3
Anna Maria Christina	3
Anna Maria Clara	1
Anna Maria Coecilia	1
Anna Maria Cordula	1
Anna Maria Crescentia	1
Anna Maria de	1
Anna Maria Eleonora	1
Anna Maria Elisabeth	9
Anna Maria Elisabetha	8
Anna Maria Elise	1
Anna Maria Eva	3
Anna Maria Felizitas	1
Anna Maria Francisca Xaveria	1
Anna Maria Franziska	16
Anna Maria Franziska Johanna Leopoldia	1
Anna Maria Friderika Wilhelmina	1
Anna Maria Frieda	1
Anna Maria Friederika Emil.	1
Anna Maria Gertrudis	1
Anna Maria Helena	2
Anna Maria Irene	1
Anna Maria Johanna	4
Anna Maria Johanna Crescentia	1
Anna Maria Johanna Josepha	1
Anna Maria Josefa	2
Anna Maria Josepha	11
Anna Maria Josepha Johanna	1
Anna Maria Julia	1
Anna Maria Juliana	3
Anna Maria Justina	1
Anna Maria K. 	1
Anna Maria Karolina	1
Anna Maria Karoline	1
Anna Maria Kathar.  	1
Anna Maria Katharina	9
Anna Maria Katharina Carolina	1
Anna Maria Katharina Crescenz	1
Anna Maria Katharina Elisabetha	1
Anna Maria Klara	15
Anna Maria Klara Antonia	1
Anna Maria Krescentia Vinzenzia	1
Anna Maria Kreszenz	1
Anna Maria Leopoldina Margaretha	1
Anna Maria Liberata	1
Anna Maria Ludmilla	1
Anna Maria Luise	1
Anna Maria Magd.	1
Anna Maria Magdalena	12
Anna Maria Margareta 	1
Anna Maria Margaretha	5
Anna Maria Martha	3
Anna Maria Mathilde	1
Anna Maria Monika	3
Anna Maria Monika 	1
Anna Maria Olga	1
Anna Maria Othilia	2
Anna Maria Regina	2
Anna Maria Renate	1
Anna Maria Rita	1
Anna Maria Rosalia	5
Anna Maria Scholastika	1
Anna Maria Solina	1
Anna Maria Thekla	4
Anna Maria Ther.	1
Anna Maria Ther. 	1
Anna Maria Theres	3
Anna Maria Theresa	1
Anna Maria Therese	2
Anna Maria Theresia	34
Anna Maria Theresia Brigida	1
Anna Maria Trinetta	4
Anna Maria Ursula	4
Anna Maria Ursula Josepha	1
Anna Maria Valentina	1
Anna Maria Victoria	1
Anna Maria Viktoria Franziska	1
Anna Maria Walburga	3
Anna Maria Walburga Elisabetha	1
Anna Maria Walburgis	1
Anna Maria Wilhelmine	1
Anna Marie	4
Anna Marie 	1
Anna Marina	1
Anna Marion	1
Anna Martha	25
Anna Martina	1
Anna Mathilde	15
Anna Mathilde Frzka.	1
Anna Mathilde Maria Valentine	1
Anna Mathildis	1
Anna Maximiliana	3
Anna Maximiliana Theresia	1
Anna Maximiliane	1
Anna Mechtildis	1
Anna Melania	1
Anna Melitta	1
Anna Methildis	1
Anna Mia	2
Anna Mia Ursula	2
Anna Michaela	2
Anna mit dem Kinde	1
Anna Monica	3
Anna Monika	6
Anna Notburga	2
Anna Nothburga	1
Anna Ottilia	9
Anna Ottilie	2
Anna P.	1
Anna Paula	2
Anna Paulina	3
Anna Pergetua	1
Anna Petraella	1
Anna Petronilla	2
Anna Philomena	7
Anna Priska	1
Anna Regina	52
Anna Renata	2
Anna Renate	1
Anna Rita	1
Anna Romana	1
Anna Ros.	3
Anna Ros. 	1
Anna Ros. Mar.	1
Anna Rosa	21
Anna Rosa A. 	1
Anna Rosalia	15
Anna Rosalia Juliana	1
Anna Rosina	47
Anna Rosina Maria	1
Anna Rosine	1
Anna Rustina	1
Anna Ruth	1
Anna Sab.	1
Anna Sabina	6
Anna Salome	1
Anna Sch2	1
Anna Scholastika	3
Anna Sebastiana	2
Anna Sibilla	1
Anna Sibille	1
Anna Siglinde	1
Anna Sofie	1
Anna Sophia	16
Anna Sophia 	1
Anna Sophia Hedwig	1
Anna Sophie	2
Anna Sophie Theresia Maria	1
Anna Stefanie	1
Anna Susana	3
Anna Susanna	21
Anna Sybila	1
Anna Teres	4
Anna Th.	6
Anna Thekla	7
Anna Theodora	2
Anna Theodosia	1
Anna Ther.	3
Anna Theres	63
Anna Theres Barbara	1
Anna Theres.	1
Anna Theresa	1
Anna Therese	26
Anna Therese Aloisia	1
Anna Theresia	270
Anna Theresia 	1
Anna Theresia    	4
Anna Theresia Barbara	1
Anna Theresia Carolina	1
Anna Theresia Helena	1
Anna Theresia Johanna	2
Anna Theresia Josepha Wilhelmina	1
Anna Theresia Karolina	2
Anna Theresia Magdalena	1
Anna Theresia Maria	1
Anna Theresia Sophia	1
Anna totgeboren	1
Anna Tr. M.	1
Anna u.Barbara	1
Anna u.Elisabeth	5
Anna u.Eva	1
Anna u.Franz Xaver	2
Anna u.Jakob	1
Anna u.Magdalena	2
Anna u.Maria	8
Anna u.michael	1
Anna u.Theres	1
Anna u.Veronika	1
Anna und  notgetauftes Mädchen Zwillinge	1
Anna Urs.	2
Anna Ursula	23
Anna Valeria	1
Anna Verena	1
Anna Veronica	3
Anna Veronika	6
Anna Vicktoria	1
Anna Viktoria	17
Anna Viola	1
Anna Violanda	1
Anna Walb.	1
Anna Walb. Em.	1
Anna Walb. Ther.	1
Anna Walb. Theresia	1
Anna Walburg	2
Anna Walburga	21
Anna Walburga Agatha	1
Anna Walburge	1
Anna Wilh. Math. 	1
Anna Wilhelm	1
Anna Wilhelmina	6
Anna Wilhelmine	1
Anna Winfrieda	1
Anna Zäzilia	2
Annaand	1
Annaanna	1
Annabarbara	1
Annae	2
Annagund	1
Annalena	3
Annaliese	9
Annaliese Magd.	1
Annalise	1
AnnaM	1
Annamaria	677
AnnaMaria	7
Annamaria Franziska	1
Annamarie	2
Annarupert	1
Annastasia	3
Annavinz	1
Anne	4
Anne-Liese	1
Anne E	2
Anne Karoline	1
Anne Lore	1
Anne Marie	2
Anneberte	2
Annegard	1
Annek	1
Annekarin	1
Annelies	1
Annelies  	2
Annelies Marie	1
Annelies Olga	1
Anneliese	117
Anneliese   	2
Anneliese Berta	1
Anneliese Franziska	1
Anneliese Marie	2
Anneliese Math.	1
Anneliese Wilma	1
Annelise	3
Annelise Josephine Maria	1
Annelore Agnes	2
Annelore Lydia	2
Annemaria	2
Annemarie	75
Annemarie Josefine	1
Annemarie Marg.	2
Annemarie Theres	2
Annerose	1
Annete	1
Annette	4
Annette Elfriede	1
Annette Maria	1
Anni	2
Anni 	1
Annicka	1
Annie	1
Annika Johanna	1
Ännilina	1
Annimarie	1
Annita	4
Annita Maria	1
Annna M	3
Annonyma	1
Annonymus	2
Annoymus	1
Annton	1
Anny	1
Ano.	1
Anoi	1
Anom.	1
Anoma	1
Anomyma	3
Anon	1
anon.	12
Anon.	37
Anoniete Annemarie	2
Anonimas	5
Anonm.	1
Anonmus	1
Anonmymus	1
Anony	3
Anony,	1
Anony.	17
Anonym	2267
Anonym  	2
Anonym Zwilling	2
anonym.	2
Anonym.	81
Anonym. 	3
Anonym. (Zwillinge)	1
anonyma	7
Anonyma	4801
Anonyma 	15
Anonyma  	16
Anonyma (totg. Mädchen)	1
Anonymae	12
Anonymae geminae	2
Anonymas	3
Anonymas 	2
Anonymi	29
Anonymi (Zwillinge)	4
Anonymia	1
Anonyms	1
Anonymua	1
Anonymum	3
anonymus	5
Anonymus	6666
Anonymus  	3
Anonymus (Friedr. nothget.)	1
Anonymus (Michael)	1
Anonymus (Zwillinge)	1
Anonyus	1
Anora	1
Anoy.	3
Anoym	1
Anoyma	10
Anoymae	1
Anrd	1
Anron	1
Anronia	1
Anselm	64
Anselma	1
Anselmus	6
Ansgar	3
Anstasia	1
Ansznes	1
Ant.	735
Ant. 	4
Ant. Alois	1
Ant. Andr.	1
Ant. Anna	1
Ant. Elisab.	1
Ant. Frz.	2
Ant. Gg.	5
Ant. Heinrich	2
Ant. Joh. Nep.	1
Ant. Jos.	8
Ant. Lor.	1
Ant. Marie	1
Ant. Mathias	1
Ant. Sebast.	1
Ant. Thadd.	2
Ant. Wolfgg.	1
Ante	1
Antherus	1
Anthon	2
Anthonius	3
Anting	1
Antoine	2
Antoinetta	1
Antoinette	4
Antolin	1
Anton	32542
Anton 	18
Anton  	280
Anton   	83
Anton (genannt Jani)	1
Anton Adam	1
Anton Adolf	3
Anton Albert	2
Anton Alfred	1
Anton Alfred Hugo	1
Anton Alois	15
Anton Alois Urban	1
Anton Aloys	1
Anton Aloysius	1
Anton Alphons	1
Anton Andr. 	1
Anton Andr. Jos.	1
Anton Andreas	6
Anton August	4
Anton Augustin	3
Anton Balthasar	1
Anton Bartholomäus	1
Anton Benedikt	9
Anton Benjamin	1
Anton Benno	1
Anton Bernhard	5
Anton Bonaventura	1
Anton Bonifaz	1
Anton Cajetan	1
Anton Carl	3
Anton Chr.	1
Anton Christian	5
Anton Christoph	1
Anton Clemens	1
Anton d. Paul	1
Anton David	1
Anton de Badu.	1
Anton de Pad.	2
Anton de Padua	68
Anton de Padua Augustin Felix	1
Anton de Padua Joseph Julius	1
Anton de Paul	4
Anton de Paula	1
Anton Dominicus	3
Anton Eduard	3
Anton Egid	1
Anton Englbert	2
Anton Erasmus	4
Anton Erem.	1
