name	cnt
Allin	1
Allinger	123
Ällinger	1
Allinger 	5
Allingmanninger	1
Allio	2
Allisch	18
Allisch 	1
Allkofer	1
Alllwang	1
Allmaienger	1
Allmaier	4
Allman	2
Allmaninger	1
Allmann	5
Allmannsberger	302
Allmannseder	21
Allmannsfelder	1
Allmannsfeller	1
Allmannsfellner	4
Allmannshauser	1
Allmannshofer	8
Allmannsperger	5
Allmannsstorfer	1
Allmanpecher	1
Allmansberger	50
Allmanseder	7
Allmansfelder	11
Allmansfelderin	1
Allmanshofer	4
Allmanskhierner	2
Allmansperger	5
Allmanßfelder	1
Allmayer	1
Allmayr	8
Allmberger	1
Allmer	90
Allmersberger	1
Allmersfellner	1
Allmersperger	1
Allmesbeger	1
Allmesberger	33
Allmetseder	1
Allmeyer	1
Allmosenberger	1
Allndorffer	1
Allneder	1
Allntinger	1
Alloil	1
Allotinger	1
Allprunner	1
Allram	23
Allramb	14
Allramberger	2
Allramseder	40
Allraun	1
Allreiter	3
Allreithner	1
Allriter	1
Allseits	1
Allsperger	1
Allstras	1
Allteleder	1
Alltensperger	1
Alltmannsperger	1
Alltweger	1
Allvogl	1
Allwang	8
Allweg	2
Allweger	3
Allwöck	2
Allwöckh	1
Allwöger	1
Allzinger	3
Alm	24
Almaier	1
Almainger	1
Almair	2
Alman	6
Almanhofer	1
Almann	2
Almanninger	1
Almannsberger	95
Almannseder	1
Almannshofer	9
Almannsperger	5
Almansberger	66
Almanseder	15
Almanshauser	2
Almanshofer	1
Almanshover	2
Almansperger	3
Almasberger	2
Almaschy	7
Almaßberger	4
Almaßperger	1
Almasy	2
Almayr	3
Almb	6
Almbauer	1
Almbecker	1
Almberger	1
Almböck	5
Almeier	2
Almensfelder	1
Almer	102
Almer 	3
Almernberger	1
Almerstäder	1
ALmes	3
Almesberger	226
Almeshoffer	1
Almeshueber	1
Almesperger	1
Almesshueber	1
Almeßhueber	1
Almesspergerin	1
Almetsberger	3
Almezperger	1
Almonsperger	1
Almos	6
Almosberger	2
Almosenberger	3
Almossenberger	3
Almseder	1
Almsperger	2
Alnberger	2
Alnbökh	2
Alner	1
Alnier	1
Alnlein	1
Aloi	2
Alois	1
Alombert	1
Aloy	1
Alozky	1
Alpenberger	1
Alpersberger	25
Alpersperger	1
Alpetshofer	1
Alpfalter	2
Alpfek	1
Alprecht	1
Alram	47
Alramb	12
Alramer	1
Alramseder	88
Alranseder	1
Alrauner	1
Alrweg	1
Alsbäk	1
Alsböck	2
Alschäfl	1
Alschinger	1
Alseder	1
Alsemayer	1
Alsenhoffer	1
Alsinger	1
Alsmeier	1
Alsorecht	1
Alsoso	1
Alsöszöllösi, von	1
Alsteleder	1
Alster	1
Alstetten	1
Alstötter	2
Alststötter	1
Alt	73
Alt  	9
Altacker	32
Altackher	3
Altackherin	2
Altagger	1
Altaker	1
Altakher	1
Altann	1
Altänn v.	1
Altbäck	1
Altbauer	27
Altbaur	1
Altbeck	1
Altberger	1
Altbichler	5
Altböger	4
Altbögerin	1
Alte	1
Altebrandi	1
Altecker	4
Alteder	1
Altegrögerin	1
Altehofer	1
Altel	3
Altelederin	1
Altelegn	1
Alten	3
Altenäder	1
Altenaicher	1
Altenbachner	1
Altenbauer	1
Altenberger	158
Altenböck	1
Altenbruner	2
Altenbrunner	6
Altenbuchber	1
Altenbucher	13
Altenbuchinger	179
Altenbuchner	308
Altenbuecher	3
Altenbuechner	28
Altenbuehner	1
Altenbuhinger	1
Altenbühner	1
Altenburger	17
Altenbuschinger	1
Altendinger	1
Altendorfer	2289
Altendorffer	16
Altenecker	1
Altened	1
Alteneder	533
Altenederin	3
Altenegger	2
Alteneichinger	1
Alteneichner	1
Altener	1
Altengruber	2
Altengürner	1
Altenhamer	2
Altenhammer	2
Altenhauer	2
Altenhauser	1
Altenhofer	281
Altenhoferin	1
Altenhoffer	13
Altenhofferin	1
Altenhoimer	1
Altenhonner	2
Altenhover	2
Altenhuber	4
Altenkofer	2
Altenkoffer	2
Altenmaier	3
Altenmair	2
Altenmarker	2
Altenmarkner	1
Altenmarkter	1
Altenmayr	1
Altenmoser	2
Altenmutter	1
Altenöder	16
Altenötter	12
Altenöttinger	1
Altenpacher	1
Altenpuchner	3
Altenpuecher	1
Altenpuechner	2
Altenpurchner	1
Altenpurscher	1
Altenramlechner	1
Altenreder	1
Altenreitter	2
Altenriedl	1
Altensberger	1
Altensgruber	1
Altensperger	12
Altenstadler	1
Altenstorfer	1
Altenstrasser	14
Altenstraßer	14
Altentallinger	1
Altenweber	1
Altenweger	1
Altenwehrer	1
Altenweiser	3
Altenwiehrer	2
Altenwierer	1
Altenwimmer	1
Altenwirer	1
Altenwirrer	1
Altenwirt	1
Altenwöger	1
Altenwöhrer	4
Altenwörer	1
Altenwührer	23
Altenwürer	1
Alter	7
Alter-Reisetberger	1
Älterberger	1
Alterbuchinger	1
Alterdinger	4
Altereck	1
Altereckh	1
Alterfinger	1
Altermair	2
Altermann	2
Altermayr	6
Alteröger	1
Altersberger	10
Altersböck	2
Alterschneider	1
Alterseder	1
Altersperger	77
Alterssamer	2
Altesberger	2
Altewührer	1
Altfalderer	2
Altfalter	44
Altfalterer	95
Altfalterer 	1
Altfaltner	2
Altfass	1
Altfeichtner	1
Altfellner	1
Altfögerin	1
Altfras	4
Altfraseder	2
Altfraßeder	4
Altgebezeder	1
Altgeier	2
Altgeringer	1
Altgerner	2
Altgiebl	1
Altgimpel	4
Altgreibel	1
Altgribl	1
Altgriebel	6
Altgriebl	2
Altgriebler	2
Altgrübel	4
Altgruber	5
Altgrübl	1
Altgrüebel	1
Altgrueber	1
Altgsöll	1
Althaber	1
Althalter	1
Altham v.	1
Althamber	8
Althamer	198
Althammer	350
Althaus	1
Althauser	3
Althausl	1
Altheimer	5
Alther	1
Altherr	7
Althier	3
Althirn	3
Althirtmeister	1
Althmannsberger	1
Althof	1
Althofer	8
Althoff	1
Althoffer	3
Althör	4
Althörr	1
Althuber	4
Althürn	1
Altiner	1
Altinger	24
Altkircher	4
Altkofer	5
Altkop	1
Altl	42
Ältl	41
Altlanzl	1
Altleder	1
Altledter	1
Altlin	2
Altmahn	2
Altmahnin	1
Altmaichinger	1
Altmaier	6
Altmair	1
Altman	50
Altmandorfer	1
Altmang	1
Altmanin	2
Altmann	2155
Altmann 	32
Altmann  	7
Altmann, geb. Eckner	1
Altmann, geb. Gruber	1
Altmannhofer	1
Altmannin	2
Altmannsbacher	1
Altmannsberger	319
Altmannsbergerin	1
Altmannsdorfer	8
Altmannseder	4
Altmannsfeldner	1
Altmannsfellner	2
Altmannshob	1
Altmannshofer	567
Altmannskirchner	1
Altmannsperger	178
Altmansberger	76
Altmansdorfer	2
Altmanseder	3
Altmansfelner	1
Altmanshofer	134
Altmanshoffer	2
Altmanshover	11
Altmansperger	87
Altmanssperger	1
Altmanstorfer	2
Altmanszer	1
Altmayer	6
Altmayr	3
Altmeier	2
Altmiller	1
Altmueller	1
Altmüller	2
Altner	4
Altnhoffer	6
Altöck	1
Altoker	1
Altokerin	1
Altösterer	1
Altpader	1
Altpauer	1
Altpecker	1
Altpek	1
Altpfaffl	1
Altpfalter	2
Altrainer	2
Altranseder	1
Altreider	1
Altreiter	2
Altreith	1
Altreither	1
Altriger	1
Altringen	1
Altrud	1
Altruder	1
Altsamer	1
Altschaeffl	2
Altschafel	1
Altschäfel	1
Altschaffel	7
Altschäffel	18
Altschaffl	18
Altschäffl	76
Altschäfftl	1
Altschafl	28
Altschäfl	52
Altschafl 	1
Altschaftl	3
Altschäftl	3
Altschaifl	1
Altschastl	1
Altschästl	1
Altscheffel	1
Altscheiching	1
Altscher	1
Altschiegin	1
Altschierg	1
Altschirg	4
Altschirk	1
Altschmid	3
Altschmied	1
Altschneider	1
Altschöffl	2
Altschofler	1
Altschörg	35
Altschörr	2
Altschrift	7
Altschritt	1
Altschüerg	1
Altschürg	10
Altschüssl	1
Altschuster	1
Altschwander	4
Altschwender	4
Altschwendtner	1
Altsinger	1
Altsperger	3
Altstädler	1
Altstädter	3
Altstaller	1
Altstätter	14
Altstetter	61
Altstöger	1
Altstöller	1
Altstötter	51
Altstöttner	1
Altteneder	1
Alttenederin	1
Alttwöger	1
Altvalter	1
Altveichtner	3
Altwäger	1
Altweck	20
Altweeg	3
Altweeger	4
Altweg	83
Altweger	233
Altweger v.	1
Altweger, geb. Mauthner	1
Altweger, geb. Pröller	1
Altwegerin	3
Altwek	1
Altwekh	2
Altwerk	1
Altwes 	1
Altwieser	3
Altwiser	6
Altwöck	5
Altwöckh	1
Altwöcklin	2
Altwoeck	2
Altwög	1
Altwöger	14
Altwögerin	1
Altwökh	1
Altzenbauer	4
Altzer	1
Altzinger	4
Aluersamer	1
Aluersamerin	1
Alvaltner	1
Alveri	1
Alvery	1
Alvogel	1
Alvogl	1
Alweger	1
Alwel	1
Alzberger	40
Alzdorfer	1
Alzenauer	3
Alzenberger	1
Alzenmiller	1
Alzersberger	1
Alzesberger	1
Alzesdorfer	1
Alzesperger	1
Alzestorfer	2
Alzhamer	2
Alzhied	1
Alzinger	165
Alzleutner	3
Alzmaier	1
Alznauer	3
Alzt	1
Am Berg	1
Am Haechl	1
Amair	2
Amaishuber	1
Amaißer	2
Amamin	2
Aman	138
Aman 	2
Aman von	3
Aman, von	2
Amand	1
Amanhauser	5
Amann	190
Amann von	1
Amanns, von	1
Amannsberger	8
Amansberger	2
Amanseder	9
Amänseder	1
Amansperger	1
Amant	26
Amant 	3
Amant  	5
Amantsmann	1
Amarin	1
Amarn	1
Amaros	1
Amars	1
Amarzeder	1
Amaseder	32
Amäseder	2
Amasser	1
Amastorfer	1
Amatsmann	5
Amatspergerin	1
Amatzmann	1
Amazeder	2
Amazederin	2
Amb	3
Ambach	7
Ambacher	10
Ambaß	1
Ambasschläger	1
Ambauer	1
Ambauster	2
Ambel	1
Amber	10
Amberg	1
Amberger	101
Amberl	8
Ämberling	1
Ambers	1
Ambersch	1
Ambesmann	6
Ambesweib	1
Ambfinger	1
Ambinger	1
Ambl	2
Ambl.	1
Amblaz	1
Amböck	1
Amboos	1
Ambos	2
Ambosi	1
Ambrechtssamer	1
Ambros	1378
Ambros 	49
Ambros  	1
Ambrosch	1
Ambrosen	1
Ambrosi	56
Ambrosi 	2
Ambrosius	2
Ambross	1
Ambroß	46
Ambrossin	2
Ambrosy	4
Ambrucker	1
Ambruss	1
Ambs	130
Ambsamer	1
Ambsan	1
Ambsbauer	1
Ambsch	1
Ambschild	2
Ambschl	37
Ambseder	1
Ambseher	1
Ambsel	1
Ambselgruber	1
Ambshamer	8
Ambshammer	13
Ambsiezer	1
Ambsl	55
Ambslgrabner	1
Ambsmayr	1
Ambsol	1
Ämbßinger	1
Ambstl	3
Ambstlgraber	3
Ambthardt	1
Ambtman	1
Ambtmann	9
Ambtmannin	1
Ämdahl	1
Amdes	2
Amdschl	1
Ameder	1
Ameichinger	2
Ameiser	3
Ameishaus	1
Ameisl	1
Ameismayr	1
Ameißer	4
Ameksberg	1
Amel	6
Ämel	1
Amelanger	2
Amelmann	1
Amelung	1
Amend	4
Amendt	1
Amenhofer	1
Amenreicher	1
Amensperger	1
Amenstorfer	1
Amer	261
Ämer	3
Ameraz	1
Amerbauer	11
Amerbaur	1
Amerberger	12
Amerbeyer	1
Amercus	1
Amerding	1
Amerdinger	16
Amereder	2
Ameregner	1
Amereicher	1
Amereigner	2
Amereller	21
Amerer	89
Ameres	17
Amereß	1
Amereyer	3
Amereyinger	1
Amerhuber	1
Ameriberger	1
Americh	3
Amerin	3
Amering	22
Ämering	5
Ameringer	7
Ämeringer	2
Amerl	845
Ämerl	7
Amerlang	1
Amerlein	1
Amerling	82
Ämerling	5
Amerlinger	1
Amermaier	3
Amermayr	1
Amermiller	2
Amermühler	2
Amermüler	1
Amermüller	22
Ameros	7
Amerosen	3
Ameroß	3
Amerpauer	4
Amerreiter	1
Amerreither	1
Amers	2
Amersbach	1
Amersberger	125
Amersdorfer	3
Amerseder	181
Ämerseder	3
Amersedter	1
Amershuber	192
Amersmaier	2
Amersman	1
Amersmayr	1
Amersmüller	1
Amersperger	17
Amerstöckhin	1
Amerstorfer	35
Amerszerger	1
Amertin	1
Amertinger	7
Amertsberger	6
Amertsmaier	2
Amertsmann	35
Amerus	7
Amerzeder	2
Ames	1
Amesberger	38
Amesdorfer	1
Ameseder	180
Ämeseder	1
Ameser	2
Ameshuber	6
Amesmaier	1
Amesmair	1
Amesmayr	4
Amesmeier	1
Amesperger	1
Amesreiter	1
Amestorfer	10
Amethammer	1
Ametsbauer	1
Ametsberger	3
Ametseder	1
Ametshammer	1
Ametshuber	4
Ametsman	3
Ametsmann	49
Ametsperger	1
Ametzmann	1
Amexbauer	1
Ameys	1
Amez	1
Amezbauer	1
Amezmann	1
Amfoso	1
Amfosso	1
Amhauer	1
Amhoengner	1
Amhofer	2
Amich	1
Amichsleder	2
Amier	1
Amiller	3
Aming	1
Aminger	4
Äminger	2
Amißleder	1
Amixeder	2
Amixleder	63
Amizmon	1
Amkehrer	1
Amm	1
Amman	17
Amman  	1
Amman v.	1
Ammändl	1
Ammann	5
Ammansberger	4
Ammantperger	1
Ammasser	1
Ammeisser	1
Ammeißer	1
Ammen	1
Ammer	871
Ammer 	7
Ammer  	3
Ammerbach	1
Ammerbauer	28
Ammerbäuer	1
Ammerberger	3
Ammerdinger	2
Ammerer	63
Ammerhuber	1
Ammerin	1
Ammering	4
Ammeringer	2
Ammerl	429
Ammerl 	2
Ammerling	28
Ämmerling	1
Ammerlinger	1
Ammermaier	2
Ammermayr	1
Ammermeier	1
Ammermeyer	1
Ammermiller	6
Ammermühler	1
Ammermüller	315
Ammernß	1
Ammers	4
Ammersberger	37
Ammersdorfer	1
Ammerseder	27
Ammershuber	34
Ammersperger	9
Ammerstorfer	37
Ammertinger	2
Ammertsberger	1
Ammertsmann	10
Ammertsreuter	2
Ammesberger	3
Ammesdorfer	1
Ammeseder	2
Ammeter	1
Ammiger	1
Amminger	4
Ammon	12
Ammos	1
Amoa	1
Amon	81
Ämon	1
Amon v.	1
Amon von	1
Amon, de	1
Amoni	2
Amonin	1
Amort	6
Amorth	2
Amortin	1
Amoseder	3
Amosöder	1
Ampel	1
Ampelberger	1
Ampelsberger	1
Ampfel	1
Ampfelgraber	1
Ampfelsberger	1
Ampferl	1
Ampfinger	1
Ampfl	3
Ampl	1
Ampler	6
Amplsperger	1
Ampranin	1
Amprechthammer	1
Ampresi	1
Ampros	1
Ampross	1
Amps	2
Ampschl	1
Ampßl	1
Ampthofer	1
Amrass	1
Amredinger	6
Amreg	1
Amreil	1
Amrhein	2
Amross	1
Amroß	1
Amruss	2
Ams	25
Amsamer	1
Amsberger	1
Amsch	4
Amscher	1
Amschild	2
Amschl	6
Amschler	7
Amsdorfer	1
Amseder	2
Amsel	30
Amselgraber	1
Amselgruber	37
Amser	1
Amshamber	1
Amshamer	145
Amshammer	7
Amsinger	3
Ämsinger	1
Amsl	141
Amslander	1
Amslgraber	1
Amslgruber	9
Amslinger	1
Amssers	1
Amßl	1
Amstain	1
Amstgraber	1
Amsüsser	1
Amsz 	3
Amtertinger	1
Amtholzner	1
Ämtinger	1
Amtman	1
Amtmann	62
Amtsberger	7
Amtshamer	1
Amtsleutner	1
Amtsmann	19
Amtzburger	1
Amundtsman	1
Amuschel	2
Amuschell	6
Amwald	1
Amwander	7
Amwandter	1
Amweg	1
Amweil	1
Amweiler	1
Amwimmer	1
Amzersperger	1
Amzler	1
Ana	3
Anaberger	1
Anal	1
Analzeder	1
Anam	1
Anamichl	4
Anamiller	1
Ananias	1
Anärzeder	1
Anasmayr	3
Anasser	1
Anatsberger	2
Anätsberger	1
Anatsbergerin	1
Anatsdorfer	1
Anatsperger	6
Anätsperger	4
Anatzberger	9
Anatzeder	6
Anatzperger	4
Anazberger	19
Anäzberger	4
Anazeder	76
Anäzeder	2
Anazedter	1
Anazperger	5
Anbacher	7
Anbeck	1
Anber	1
Anberger	3
Anbmayr	1
Anböck	2
Anchesberger	1
Ancilla	1
Andäffner	1
Andaller	10
Andallinger	1
Andarffer	1
Andasch	1
Andechsel	3
Andechser	1
Andechsl	6
Andechsler	3
Andechslinger	9
Andeder	1
Andeffer	1
Andelbauer	3
Andelfinger	2
Andelsberger	4
Andelshauser	1
Andemer	2
Andepper	1
Ander	8
Anderbäck	1
Anderbangs	1
Anderbauer	9
Anderbaur	1
Anderböck	4
Andere	2
Anderer	2
Anderes	1
Anderfroester	3
Anderfröster	3
Anderhofer	1
Anderl	131
Änderl	3
Anderlbauer	89
Änderlbauer	1
Anderle	5
Anderleder	4
Anderlmaier	14
Anderlmair	1
Anderlmann	8
Anderlmayr	5
Anderlmeier	1
Anderlpaur	2
Andermayer	1
Andermayr	1
Andermüller	1
Andern	4
Anderpauer	2
Anders	7
Änders	1
Andersamer	1
Andersberger	21
Ändersberger	1
Andershamber	1
Andershamer	1
Andershofer	2
Anderska	2
Anderspeck	3
Andersperger	3
Ändersperger	9
Andersreither	1
Anderst	1
Andesberger	1
Andesburger	1
Andeser	4
Andeshamer	1
Andesner	5
Andesperger	3
Andessner	12
Andeßner	51
Andestperger	1
Andeuffel	1
Andeutsch	1
Andex	1
Andexer	7
Andexinger	5
Andexl	19
Andexler	13
Andexlinger	11
Andeyer	1
Andeyl	1
Andezlinger	1
Andhofer	1
Andhover	1
Andics von	1
Andieshofer	1
Andießer	1
Andinger	2
Andishofer	1
Andisner	1
Andißner	2
Andituus	1
Andl	13
Ändl	2
Andländer	1
Andlbauer	2
Andleder	1
Ändler	3
Andlinger	6
Ändlinger	1
Andlmaier	3
Andlmayr	2
Andlsberger	1
Andmyer	3
Andobler	1
Andofer	1
Andold	1
Andony	1
Andor	1
Andorefer	1
Andorf	1
Andorfer	1807
Andorfer 	1
Andorferin	5
Andorffer	42
Andorfferin	3
Andorffner	7
Andorfner	10
Andösner	4
Andrä	25
Andräberger	2
Andrada von	4
Andräda von	1
Andräde	1
Andrae	12
Andräin	3
Andrär	1
Andrasac	1
Andraschek	1
Andraschka	1
Andraschko	104
Andrasko	16
Andrasoritz	3
Andrassy	1
Andrazsy	1
Andre	55
Andrea	2
Andreas	17
Andrebauer	1
Andrebaur	1
Andree	3
Andrepauer	1
Andrer	3
Andres	15
Andres 	1
Andresen	2
Andreß	2
Andrian	5
Andrian-Werburg von	1
Andrian-Werburg, von	1
Andrian Baron von	1
Andrian Freiherr von	4
Andrian, von	3
Andrie	1
Andritzky, von	1
Andros	1
Andrös	3
Andrschinger	2
Andsberger	1
Andtenfresser	2
Andtersperger	2
Andterspergerin	1
Andtpaur	1
Aneckher	1
Aneder	6
Anederl	1
Anedlinger	1
Aneger	1
Aneleiter	1
Aner	15
Aneres	1
Anernhamer	1
Anerseder	1
Anerssberger	1
Anertl	1
Anertsman	1
Anertsmann	6
Anerzberger	1
Anerzeder	1
Anesberger	4
Aneseder	1
Aneser	9
Anesmayr	1
Anesperger	2
Änestrasser	1
Anestsmann	1
Anete	1
Anets	1
Anetsberger	874
Anetsbergerin	3
Anetseder	146
Anetsederin	2
Anetseter	1
Anetshamer	2
Anetshofreiter	1
Anetsman	1
Anetsmann	55
Anetsöder	5
Anetsperger	7
Anetsreiter	1
Anette	1
Anetzbercher	1
Anetzberg	2
Anetzberger	1151
Änetzberger	1
Anetzeder	170
Anetzederin	1
Anetzmann	21
Anetzperger	1
Anetzsberger	1
Anezberger	145
Anezeder	53
Anezhamer	5
Anfang	1
Anfele	3
Anfer	1
Anfinger	2
Anfossin 	1
Anfoßo	7
Ang	1
Angauer	1
Angebauer	1
Ängeder	1
Angehlini	1
Angel	1
Ängel	3
Angelauer	10
Angelauer-Angelloher	1
Angelbauer	5
Angeleder	7
Angelhofer	1
Angelholzer	1
Angelhuber	13
Angelhueber	1
Angelin	1
Angelis	2
Angellauer	1
Angellehner	1
Angelloher	8
Angelmaier	7
Angelmann	3
Ängelmann	1
Angelmayer	2
Angelmayr	1
Angelocher	1
Angeloer	2
Angeloher	72
Angeloherin	2
Angelohner	13
Angelohr	1
Angelsberger	2
Angelsperger	2
Angelsüßer	1
Angelwehr	3
Angenbacher	1
Angenbauer	1
Angeneder	3
Angenestorfer	1
Angenhuber	1
Angenlocher	1
Angenloher	1
Angenstein	2
Angensteiner	1
Anger	173
Änger	1
Anger  	9
Anger (Aigner)	1
Angerbauer	149
Angerbaur	3
Angerberger	3
Angereder	5
Angerer	4871
Angerer 	17
Angerer (Maierhofer)	1
Angererzhofer	1
Angeretshoffer	1
Angerhuber	37
Angerin	11
Angerl	1
Ängerl	1
Angerlauer	3
Angerlocher	2
Angerloher	31
Angerlohner	5
Angerlohnerin	1
Angermacher	1
Angermaier	125
Angermair	69
Angermair 	2
Angerman	3
Angermann	39
Angermayer	38
Angermayr	184
Angermeier	32
Angermüller	37
Angerneder	1
Angerpauer	1
Angerplanger	1
Angers	1
Angerspacher	1
Angersperger	2
Angerstein	2
Angerstorfer	6
Angertschlöger	1
Angertseder	1
Angertshofer	1
Angertsmann	1
Angeseiss	1
Angeth	1
Angetlener	1
Angfenthal	1
Angfußer	4
Angfüsser	1
Angheis	4
Angheiß	3
Anghieß	7
Anghofer	1
Anghueber	1
Angirer	1
Angl	18
Ängl	3
Anglari	1
Anglauer	5
Anglbauer	28
Anglberger	1
Anglbrecht	1
Angleder	5
Anglederer	1
Angleher	2
Angleidtner	1
Angleitner	1
Anglemmaier	1
Angler	22
Anglermayer	1
Angles	1
Anglfeld	1
Anglhofer	2
Anglhuber	46
Anglhueber	1
Anglhurber	1
Anglinmayer	1
Anglloher	4
Anglmaier	18
Anglmair	4
Anglmann	3
Änglmann	4
Anglmayer	1
Anglmayr	12
Anglochner	1
Angloer	4
Angloher	466
Angloherin	2
Anglohner	12
Anglohnerin	1
Anglohr	1
Angloser	29
Anglpauer	1
Anglsberger	3
Anglsperg	1
Anglsperger	9
Angmaier	1
Angmann	1
Angner	1
Angoher	1
Angreider	1
Angress	4
Angseis	6
Angseisin	2
Angseiss	1
Angseiß	1
Angsies	2
Angsieß	2
Angslin	1
Angslperger	3
Angsperger	1
Angst	13
Angstaller	1
Angstel	4
Angstieß	1
Angstl	70
Angstmayr	1
Angstorfer	2
Angststein	1
Angstwurm	15
Angstwurmb	1
Angsüsser	4
Angsüßer	2
Anhammer	2
Anhardt	1
Anhartl	2
Anhärtl	1
Anhauser	1
Anhbauer	1
Anhohso	1
Anhohto	1
Anholzer	2
Anhölzer	1
Anholzner	9
Anhoßo	2
Anhoßo 	2
Anhuber	2
Anhüber	1
Anhudtl	1
Anibas	7
Anibos	5
Anibus	3
Anibuß	1
Anich	20
Anieseder	1
Animue	1
Animusin	1
Aninger	61
Äninger	1
Aningerin	1
Anishammer	1
Anitz	1
Anitzberger	3
Anixleder	1
Anizberger	1
Anizeder	1
Anizinger	1
Ank	1
Anker	5
Ankerbauer	1
Ankerhofen	2
Ankerl	79
Änkerl	2
Ankerschläger	12
Ankershofen	8
Ankershofen v.	1
Ankershofen, von	1
Ankershofer	28
Ankershofer, von	4
Ankershoffen	1
Ankerskofen	1
Ankersschläger	2
Ankertshofer	1
Ankirchner	3
Ankl	2
Anl	1
Änl	1
Anla	1
Anlanger	3
Anlanger 	1
Anlauf	1
Anlechner	2
Anleitner	2
Anlieger	1
Anlinger	2
Anlöhner	2
Anlweger	1
Anmayer	1
Anmeißer	2
Ann	17
Anna	3
Annabas	2
Annaezberger	1
Annamasser	1
Annamichl	9
Annamüller	1
Annaseder	2
Annatsberger	1
Annatzeder	1
Annawas	1
Annawusser	1
Annazberger	2
Annazeder	6
Annberger	1
Annders	1
Annel	1
Anner	6
Annerl	1
Annermayr	1
Annermüllner	1
Annersberger	2
Annertsman	2
Annertsmann	3
Anneser	14
Anneshuber	1
Annetsberger	471
Ännetsberger	1
Annetseder	55
Annetsmann	22
Annetzberger	20
Annetzeder	2
Annezberger	1
Annezeder	2
Anngerer	15
Anngererin	1
Anngl	1
Annich	106
Annig	4
Änniger	1
Anninger	14
Annmasser	1
Annofsky	1
Annorth	1
Annsboeck	1
Annselsperger	1
Annser	1
Anntenfrehser	1
Anntesreiter	1
Anntsberger	1
Annutzer	1
Annützer	1
Anold	3
Anon	2
Anonym	163
Anonym.	4
Anonyma	17
Anonymae	1
Anonymum	38
Anonymus	24
Anorb	1
Anorth	3
Anöser	1
Anoßky	1
Anöster	1
Anpaner	1
Anpauß	1
Anperger	1
Anrech	1
Anreiner	1
Anreither	2
Anrelsberger	1
Anrich	1
Anrichter	61
Anrin	1
Ansager	1
Ansam	17
Ansamer	11
Ansammer	1
Ansams	1
Ansanger	1
Ansausser	1
Ansbacher	1
Ansbaeck	1
Ansbauer	1
Ansbaumer	1
Ansbeck	1
Anscharius	1
Anschauer	10
Anschemer	1
Anschieringer	10
Anschierniger	3
Anschild	1
Anschinger	10
Anschininger	2
Anschiringer	3
Anschiringerin	4
Anschlager	1
Anschreininger	1
Anschrudtin	1
Anschütt	1
Anschwanger	1
Anselm	4
Anseln	1
Ansenberger	3
Anser	1
Anser 	4
Anseßer	1
Anshaimer	2
Ansham	2
Anshamer	5
Anshammer	1
Ansiger	1
Ansinger	1
Ansmayr	1
Ansorge	4
Anspach	1
Anspacher	5
Anspäck	1
Anspauer	1
Anspeck	1
Anspeckh	1
Ansper	1
Anstaller	2
Anstarffer	1
Anstatt	1
Ansterhofer	1
Anstorfer	1
Änstorfer	1
Anstorferin	1
Anstosser	1
Anstoßer	1
Anstreicher	2
Antall	1
Antaller	6
Antallerin	1
Antberger	1
Antdorfer	1
Antdorffer	2
Antefeister	10
Antefresser	1
Antefreßer	2
Antefrister	143
Antelsberger	66
Antelsperger	13
Antenberger	1
Anteneder	1
Antenfaß	1
Antenfreser	1
Antenfreßer	1
Antenfuchs	2
Antenfues	1
Antenfuess	1
Äntenfueß	1
Antenfus	18
Äntenfus	1
Antenfuss	1
Antenfuß	14
Antengruber	14
Antenhamer	8
Antenhammer	5
Antenhofer	1
Antenleder	1
Antensamer	3
Antensammer	2
Antensperger	2
Antenstorfer	2
Anterbager	1
Anterbauer	1
Anterberger	1
Anterfresser	1
Anterfrister	5
Anterfroester	3
Anterfrösser	1
Anterfröster	2
Anterhuber	1
Anterlechner	1
Anterloherin	1
Anterloider	1
Anterreiter	1
Äntersamer	2
Antersberger	204
Antershamer	2
Äntershamer	1
Äntershamerin	1
Antershammer	1
Antershofer	8
Antershoffer	2
Antersperger	33
Antersreiter	9
Antersreither	5
Antersterger	1
Antes	1
Antesamer	1
Antesberg	1
Antesberger	1831
Äntesberger	8
Antesberger 	1
Anteseder	2
Anteser	1
Anteshamer	4
Anteshammer	12
Antesheimer	1
Anteshofer	1
Antesner	7
Antespaur	2
Antesperger	69
Äntesperger	1
Antesperger 	3
Antesreiter	70
Antesreither	3
Antesreuter	8
Antessner	9
Anteßner	17
Äntestrasser	1
Antezperger	1
Antgruber	1
Anthaleer	1
Anthaler	40
Anthall	1
Anthaller	28
Anthallerin	2
Anthallinger	1
Antheller	1
Antherid	1
Anthl	1
Anthofer	346
Anthoffer	1
Antholzer	9
Antholzner	60
Anthoner	1
Anthoser	1
Anthover	2
Anthuber	123
Anthueberin	1
Antieser	6
Antifreßer	2
Antifrister	11
Antihofer	1
Antilsberger	1
Antinger	1
Antipper	1
Antisberger	65
Antisenhofer	10
Antiser	4
Antishofer	39
Antisperger	14
Antisreiter	1
Antisser	1
Antlinger	21
Antliz	1
Antlsberger	3
Antlsperger	8
Antlweber	1
Antmaier	1
Antmair	2
Antmann	1
Antmayer	1
Antner	1
Antnfresser	1
Antofresser	1
Anton	11
Antoner	1
Antonfuß	1
Antoni	40
Antonie	2
Antonius	5
Antony	11
Antoren	1
Antorfer	3
Antorffer	1
Antos	2
Antoschak 	3
